Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
cmp[e]	-1469.81	2.02	-933.93	-963.62	-945.81	1.00e-05	1.00e-02
dhf[e]	-562.41	6.52	286.47	256.78	274.60	1.00e-05	1.00e-02
digalsgalside_hs[e]	0.00	3.36	2456.66	2426.97	2444.78	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[e]	-923.99	3.23	-387.84	-417.53	-399.72	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[e]	0.00	3.36	3976.52	3946.83	3964.65	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[e]	0.00	3.36	5004.16	4974.47	4992.29	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[e]	-770.33	4.54	-234.17	-263.86	-246.05	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[e]	0.00	3.36	4690.66	4660.97	4678.79	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[e]	0.00	3.36	4423.32	4393.63	4411.45	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[e]	0.00	3.36	5450.96	5421.27	5439.09	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]	0.00	3.36	6925.40	6895.71	6913.53	1.00e-05	1.00e-02
fucfucfucgalacglcgal14acglcgalgluside_hs[e]	0.00	3.36	5897.76	5868.07	5885.89	1.00e-05	1.00e-02
fucfucgalacglcgalgluside_hs[e]	0.00	3.36	4423.32	4393.63	4411.45	1.00e-05	1.00e-02
fucgal14acglcgalgluside_hs[e]	0.00	3.36	3976.52	3946.83	3964.65	1.00e-05	1.00e-02
fucgalfucgalacglcgalgluside_hs[e]	0.00	3.36	4870.12	4840.43	4858.25	1.00e-05	1.00e-02
fucgalgbside_hs[e]	0.00	3.36	4423.32	4393.63	4411.45	1.00e-05	1.00e-02
fuc_L[e]	-770.33	4.54	-234.17	-263.86	-246.05	1.00e-05	1.00e-02
galacglcgalgbside_hs[e]	0.00	3.36	5004.16	4974.47	4992.29	1.00e-05	1.00e-02
galfuc12gal14acglcgalgluside_hs[e]	0.00	3.36	4423.32	4393.63	4411.45	1.00e-05	1.00e-02
galfucgalacglcgal14acglcgalgluside_hs[e]	0.00	3.36	5450.96	5421.27	5439.09	1.00e-05	1.00e-02
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0.00	3.36	7372.20	7342.51	7360.33	1.00e-05	1.00e-02
galgalgalthcrm_hs[e]	0.00	3.36	4289.28	4259.59	4277.41	1.00e-05	1.00e-02
gbside_hs[e]	0.00	3.36	3529.72	3500.03	3517.85	1.00e-05	1.00e-02
gchola[e]	-728.07	16.25	1148.42	1118.73	1136.54	1.00e-05	1.00e-02
gd1b2_hs[e]	0.00	3.36	4956.52	4926.83	4944.64	1.00e-05	1.00e-02
gd1c_hs[e]	0.00	3.36	4956.52	4926.83	4944.64	1.00e-05	1.00e-02
gdp[e]	-1601.47	2.51	-1067.84	-1097.52	-1079.71	1.00e-05	1.00e-02
gluala[e]	0.00	3.36	580.10	550.41	568.22	1.00e-05	1.00e-02
glyc_S[e]	-623.15	2.84	-399.75	-429.44	-411.63	1.00e-05	1.00e-02
glygn5[e]	0.00	3.36	938.28	908.59	926.40	1.00e-05	1.00e-02
gmp[e]	-1373.79	2.13	-837.93	-867.62	-849.81	1.00e-05	1.00e-02
gp1c_hs[e]	0.00	3.36	7085.61	7055.92	7073.74	1.00e-05	1.00e-02
gp1calpha_hs[e]	0.00	3.36	7085.61	7055.92	7073.74	1.00e-05	1.00e-02
gq1b_hs[e]	0.00	3.36	6377.39	6347.71	6365.52	1.00e-05	1.00e-02
gq1balpha_hs[e]	0.00	3.36	6377.39	6347.71	6365.52	1.00e-05	1.00e-02
gsn[e]	-483.67	2.35	97.07	67.38	85.20	1.00e-05	1.00e-02
gt1a_hs[e]	0.00	3.36	5667.70	5638.01	5655.82	1.00e-05	1.00e-02
gthox[e]	-1620.38	14.41	-280.06	-309.75	-291.94	1.00e-05	1.00e-02
gthrd[e]	-824.83	7.47	-110.05	-139.74	-121.92	1.00e-05	1.00e-02
gtp[e]	-2453.38	2.42	-1919.75	-1949.44	-1931.63	1.00e-05	1.00e-02
h2o2[e]	-134.03	3.59	-44.67	-74.36	-56.55	1.00e-05	1.00e-02
ha[e]	0.00	3.36	1784.24	1754.55	1772.36	1.00e-05	1.00e-02
ha_pre1[e]	-1474.70	5.20	-581.14	-610.83	-593.02	1.00e-05	1.00e-02
hcoumarin[e]	-8.68	3.01	258.11	228.42	246.24	1.00e-05	1.00e-02
hdca[e]	-260.82	3.84	1124.25	1094.57	1112.38	1.00e-05	1.00e-02
hdcea[e]	-253.87	4.45	1041.84	1012.15	1029.97	1.00e-05	1.00e-02
hestratriol[e]	-226.14	9.41	846.16	816.47	834.29	1.00e-05	1.00e-02
hexc[e]	-183.00	5.40	2095.67	2065.98	2083.79	1.00e-05	1.00e-02
hista[e]	-76.55	2.05	366.50	336.81	354.63	1.00e-05	1.00e-02
hom_L[e]	-411.10	4.34	-9.06	-38.75	-20.93	1.00e-05	1.00e-02
hpdca[e]	-253.49	3.77	1220.94	1191.25	1209.07	1.00e-05	1.00e-02
hspg[e]	0.00	3.36	4923.71	4894.02	4911.83	1.00e-05	1.00e-02
htaxol[e]	-1514.40	12.23	763.63	733.94	751.76	1.00e-05	1.00e-02
idp[e]	-1425.65	1.73	-936.73	-966.42	-948.60	1.00e-05	1.00e-02
imp[e]	-1197.97	1.38	-706.66	-736.35	-718.54	1.00e-05	1.00e-02
inost[e]	-938.72	4.84	-402.56	-432.25	-414.44	1.00e-05	1.00e-02
ksi[e]	0.00	3.36	17434.11	17404.42	17422.24	1.00e-05	1.00e-02
ksi_deg1[e]	0.00	3.36	16987.31	16957.62	16975.44	1.00e-05	1.00e-02
ksii_core2[e]	-9988.70	34.07	-4180.43	-4210.12	-4192.31	1.00e-05	1.00e-02
ksii_core4[e]	-9858.04	37.25	-3960.41	-3990.10	-3972.28	1.00e-05	1.00e-02
leuktrA4[e]	-315.11	5.22	980.61	950.92	968.73	1.00e-05	1.00e-02
leuktrB4[e]	-444.54	5.99	940.54	910.85	928.66	1.00e-05	1.00e-02
leuktrC4[e]	-1138.85	9.14	871.65	841.96	859.78	1.00e-05	1.00e-02
leuktrD4[e]	-677.88	7.44	1064.56	1034.87	1052.69	1.00e-05	1.00e-02
leuktrE4[e]	-592.28	7.52	1016.11	986.42	1004.24	1.00e-05	1.00e-02
leuktrF4[e]	-1061.96	8.80	814.51	784.82	802.63	1.00e-05	1.00e-02
lgnc[e]	-198.67	5.04	1901.28	1871.60	1889.41	1.00e-05	1.00e-02
limnen[e]	38.19	5.62	753.07	723.38	741.19	1.00e-05	1.00e-02
lipoate[e]	-173.19	7.83	452.33	422.64	440.45	1.00e-05	1.00e-02
lneldc[e]	-190.89	6.46	1194.18	1164.49	1182.30	1.00e-05	1.00e-02
lnlc[e]	-203.61	5.17	1181.46	1151.77	1169.59	1.00e-05	1.00e-02
lnlnca[e]	-179.37	7.25	1116.34	1086.66	1104.47	1.00e-05	1.00e-02
lnlncg[e]	-169.02	7.12	1126.70	1097.01	1114.82	1.00e-05	1.00e-02
lpchol_hs[e]	0.00	3.36	848.92	819.23	837.04	1.00e-05	1.00e-02
mag_hs[e]	0.00	3.36	312.76	283.07	300.88	1.00e-05	1.00e-02
meoh[e]	-175.36	3.83	3.36	-26.33	-8.52	1.00e-05	1.00e-02
mercplaccys[e]	-692.88	4.45	-246.19	-275.87	-258.06	1.00e-05	1.00e-02
mthgxl[e]	-207.52	1.96	-28.80	-58.49	-40.68	1.00e-05	1.00e-02
n2m2nmasn[e]	0.00	3.36	4289.28	4259.59	4277.41	1.00e-05	1.00e-02
nad[e]	-1833.49	3.40	-672.05	-701.73	-683.92	1.00e-05	1.00e-02
nadp[e]	-2679.91	5.10	-1563.20	-1592.89	-1575.08	1.00e-05	1.00e-02
ncam[e]	-127.27	2.62	137.85	108.16	125.97	1.00e-05	1.00e-02
nifedipine[e]	-585.61	6.49	218.63	188.94	206.76	1.00e-05	1.00e-02
no[e]	0.00	3.36	0.00	-29.69	-11.88	1.00e-05	1.00e-02
npthl[e]	283.25	2.33	640.69	611.00	628.81	1.00e-05	1.00e-02
nrpphr[e]	-245.90	4.15	290.10	260.41	278.22	1.00e-05	1.00e-02
nrpphrsf[e]	-448.98	4.41	42.40	12.71	30.53	1.00e-05	1.00e-02
nrvnc[e]	-191.21	5.89	1819.38	1789.69	1807.50	1.00e-05	1.00e-02
o2s[e]	0.00	3.36	-0.74	-30.43	-12.62	1.00e-05	1.00e-02
oagd3_hs[e]	-3886.29	21.35	358.18	328.49	346.31	1.00e-05	1.00e-02
oagt3_hs[e]	0.00	3.36	4729.42	4699.73	4717.54	1.00e-05	1.00e-02
ocdca[e]	-245.66	3.95	1318.13	1288.44	1306.26	1.00e-05	1.00e-02
ocdcea[e]	-238.20	4.81	1236.23	1206.54	1224.35	1.00e-05	1.00e-02
octa[e]	-323.98	2.25	346.21	316.52	334.33	1.00e-05	1.00e-02
omeprazole[e]	-416.62	4.30	432.23	402.54	420.36	1.00e-05	1.00e-02
onpthl[e]	21.66	3.40	379.10	349.41	367.22	1.00e-05	1.00e-02
paf_hs[e]	0.00	3.36	1027.64	997.95	1015.76	1.00e-05	1.00e-02
pchol_hs[e]	0.00	3.36	804.24	774.55	792.36	1.00e-05	1.00e-02
pe_hs[e]	0.00	3.36	536.16	506.47	524.28	1.00e-05	1.00e-02
peplys[e]	0.00	3.36	44.68	14.99	32.80	1.00e-05	1.00e-02
perillyl[e]	-52.98	6.23	661.90	632.21	650.03	1.00e-05	1.00e-02
pglyc_hs[e]	0.00	3.36	536.16	506.47	524.28	1.00e-05	1.00e-02
pheacgln[e]	-410.23	5.96	259.94	230.25	248.07	1.00e-05	1.00e-02
phyQ[e]	96.41	15.15	2151.69	2122.00	2139.81	1.00e-05	1.00e-02
phyt[e]	-201.88	11.60	1540.63	1510.94	1528.76	1.00e-05	1.00e-02
prgstrn[e]	-99.78	14.33	1240.62	1210.93	1228.74	1.00e-05	1.00e-02
pro_D[e]	-252.20	5.29	149.92	120.23	138.05	1.00e-05	1.00e-02
prostgd2[e]	-544.50	7.85	840.58	810.89	828.70	1.00e-05	1.00e-02
prostge1[e]	-612.92	5.97	861.52	831.83	849.64	1.00e-05	1.00e-02
prostge2[e]	-577.98	7.84	807.10	777.41	795.23	1.00e-05	1.00e-02
prostgf2[e]	-588.01	7.47	886.43	856.74	874.55	1.00e-05	1.00e-02
ps_hs[e]	0.00	3.36	490.74	461.05	478.86	1.00e-05	1.00e-02
ptdca[e]	-269.15	3.42	1026.56	996.87	1014.68	1.00e-05	1.00e-02
rbt[e]	-777.92	3.11	-241.76	-271.44	-253.63	1.00e-05	1.00e-02
retfa[e]	0.00	3.36	1295.72	1266.03	1283.84	1.00e-05	1.00e-02
retinol[e]	-58.58	6.96	1281.82	1252.13	1269.94	1.00e-05	1.00e-02
retinol_9_cis[e]	-58.58	6.96	1281.82	1252.13	1269.94	1.00e-05	1.00e-02
retinol_cis_11[e]	-47.57	5.56	1292.83	1263.14	1280.95	1.00e-05	1.00e-02
retn[e]	-228.00	7.64	978.35	948.66	966.47	1.00e-05	1.00e-02
retnglc[e]	-1030.83	8.29	532.97	503.28	521.10	1.00e-05	1.00e-02
Rtotal[e]	0.00	3.36	-0.74	-30.43	-12.62	1.00e-05	1.00e-02
Rtotal2[e]	0.00	3.36	-0.74	-30.43	-12.62	1.00e-05	1.00e-02
Rtotal3[e]	0.00	3.36	-0.74	-30.43	-12.62	1.00e-05	1.00e-02
s2l2fn2m2masn[e]	-922.29	3.07	-431.12	-460.81	-443.00	1.00e-05	1.00e-02
s2l2n2m2masn[e]	0.00	3.36	6028.84	5999.15	6016.96	1.00e-05	1.00e-02
sarcs[e]	-311.99	3.43	0.77	-28.92	-11.11	1.00e-05	1.00e-02
ser_D[e]	-408.68	3.26	-96.05	-125.74	-107.92	1.00e-05	1.00e-02
sl_L[e]	-807.57	2.61	-628.85	-658.53	-640.72	1.00e-05	1.00e-02
spc_hs[e]	-349.61	6.98	1884.37	1854.68	1872.49	1.00e-05	1.00e-02
sph1p[e]	-1129.99	5.04	612.18	582.49	600.30	1.00e-05	1.00e-02
sphs1p[e]	-1076.46	6.66	576.35	546.66	564.47	1.00e-05	1.00e-02
srtn[e]	26.28	2.92	607.07	577.38	595.19	1.00e-05	1.00e-02
strdnc[e]	-144.77	8.35	1061.58	1031.89	1049.70	1.00e-05	1.00e-02
tag_hs[e]	0.00	3.36	223.40	193.71	211.52	1.00e-05	1.00e-02
tagat_D[e]	-892.96	2.89	-356.83	-386.52	-368.71	1.00e-05	1.00e-02
taxol[e]	-1381.96	13.11	896.09	866.40	884.21	1.00e-05	1.00e-02
tchola[e]	-755.06	15.99	1210.75	1181.06	1198.87	1.00e-05	1.00e-02
tcynt[e]	91.80	3.37	91.80	62.11	79.92	1.00e-05	1.00e-02
tdchola[e]	-611.99	16.33	1353.80	1324.11	1341.92	1.00e-05	1.00e-02
tethex3[e]	-35.06	9.90	1528.73	1499.04	1516.86	1.00e-05	1.00e-02
tetpent3[e]	-175.66	5.86	1477.50	1447.81	1465.62	1.00e-05	1.00e-02
tetpent6[e]	-179.41	5.19	1473.74	1444.05	1461.87	1.00e-05	1.00e-02
tettet6[e]	-158.47	5.76	1584.04	1554.35	1572.16	1.00e-05	1.00e-02
thf[e]	-571.37	5.67	365.45	335.76	353.58	1.00e-05	1.00e-02
thmmp[e]	-1025.95	2.89	-311.89	-341.58	-323.77	1.00e-05	1.00e-02
thmtp[e]	-2780.01	3.08	-2068.35	-2098.04	-2080.23	1.00e-05	1.00e-02
thym[e]	-24.83	2.12	243.25	213.56	231.38	1.00e-05	1.00e-02
thyox_L[e]	-120.49	8.77	368.42	338.73	356.54	1.00e-05	1.00e-02
tmndnc[e]	-94.51	9.85	1201.20	1171.51	1189.32	1.00e-05	1.00e-02
tolbutamide[e]	-266.16	5.25	538.07	508.38	526.20	1.00e-05	1.00e-02
triodthy[e]	-189.31	7.83	346.49	316.80	334.62	1.00e-05	1.00e-02
triodthysuf[e]	-561.05	8.60	-69.62	-99.30	-81.49	1.00e-05	1.00e-02
tststerone[e]	-121.30	13.82	1129.74	1100.05	1117.87	1.00e-05	1.00e-02
tststeroneglc[e]	-925.22	15.15	683.26	653.57	671.38	1.00e-05	1.00e-02
tststerones[e]	-584.79	14.45	621.57	591.88	609.69	1.00e-05	1.00e-02
tsul[e]	-316.35	2.13	-316.87	-346.56	-328.75	1.00e-05	1.00e-02
ttdca[e]	-276.99	3.24	929.37	899.68	917.49	1.00e-05	1.00e-02
txa2[e]	-599.08	6.98	786.00	756.31	774.12	1.00e-05	1.00e-02
tymsf[e]	-324.53	4.28	166.93	137.24	155.05	1.00e-05	1.00e-02
Tyr_ggn[e]	0.00	3.36	44.68	14.99	32.80	1.00e-05	1.00e-02
udp[e]	-1743.49	3.21	-1257.09	-1286.78	-1268.97	1.00e-05	1.00e-02
ump[e]	-1515.80	2.82	-1026.31	-1056.00	-1038.19	1.00e-05	1.00e-02
urate[e]	4.52	2.14	182.56	152.88	170.69	1.00e-05	1.00e-02
utp[e]	-2595.40	3.13	-2109.04	-2138.73	-2120.91	1.00e-05	1.00e-02
vacc[e]	-219.81	5.98	1254.62	1224.93	1242.74	1.00e-05	1.00e-02
vitd3[e]	85.02	14.98	2050.94	2021.25	2039.07	1.00e-05	1.00e-02
whddca[e]	-280.00	13.95	747.63	717.94	735.75	1.00e-05	1.00e-02
whhdca[e]	-176.62	18.78	1208.46	1178.77	1196.58	1.00e-05	1.00e-02
whtststerone[e]	-234.79	15.03	1016.25	986.56	1004.38	1.00e-05	1.00e-02
whttdca[e]	-228.31	16.36	978.04	948.35	966.17	1.00e-05	1.00e-02
xolest_hs[e]	0.00	3.36	2010.60	1980.91	1998.73	1.00e-05	1.00e-02
xolest2_hs[e]	0.00	3.36	2010.60	1980.91	1998.73	1.00e-05	1.00e-02
xoltri24[e]	-312.94	14.14	1742.34	1712.65	1730.46	1.00e-05	1.00e-02
xoltri25[e]	-331.94	15.05	1723.34	1693.65	1711.47	1.00e-05	1.00e-02
xoltri27[e]	-267.35	15.49	1787.93	1758.24	1776.06	1.00e-05	1.00e-02
xylt[e]	-784.05	2.28	-247.89	-277.58	-259.77	1.00e-05	1.00e-02
yvite[e]	-42.96	15.43	2101.68	2071.99	2089.80	1.00e-05	1.00e-02
f1a[g]	0.00	3.36	1422.48	1392.79	1410.60	1.00e-05	1.00e-02
f1a[l]	0.00	3.36	1235.73	1206.05	1223.86	1.00e-05	1.00e-02
fuc1p_L[c]	-1621.97	5.24	-1143.80	-1173.49	-1155.68	1.00e-05	1.00e-02
gdpfuc[c]	-2156.73	5.83	-1156.59	-1186.28	-1168.47	1.00e-05	1.00e-02
gdp[g]	-1601.47	2.51	-1141.43	-1171.12	-1153.30	1.00e-05	1.00e-02
gdpfuc[g]	-2156.73	5.83	-1273.60	-1303.29	-1285.47	1.00e-05	1.00e-02
ddca[c]	-292.65	2.90	707.66	677.97	695.79	1.00e-05	1.00e-02
ttdca[c]	-276.99	3.24	897.30	867.61	885.42	1.00e-05	1.00e-02
ttdcea[c]	-269.53	4.09	817.76	788.08	805.89	1.00e-05	1.00e-02
hdca[c]	-260.82	3.84	1087.44	1057.75	1075.56	1.00e-05	1.00e-02
hdcea[c]	-253.87	4.45	1007.40	977.71	995.52	1.00e-05	1.00e-02
ocdca[c]	-245.66	3.95	1276.56	1246.88	1264.69	1.00e-05	1.00e-02
ocdcea[c]	-238.20	4.81	1197.03	1167.34	1185.16	1.00e-05	1.00e-02
lnlc[c]	-203.61	5.17	1144.64	1114.95	1132.77	1.00e-05	1.00e-02
lneldc[c]	-190.89	6.46	1157.36	1127.67	1145.48	1.00e-05	1.00e-02
ptdca[c]	-269.15	3.42	992.11	962.42	980.24	1.00e-05	1.00e-02
ptdcacoa[c]	-2132.08	8.09	477.04	447.35	465.16	1.00e-05	1.00e-02
hpdca[c]	-253.49	3.77	1181.75	1152.06	1169.87	1.00e-05	1.00e-02
hpdcacoa[c]	-2094.40	8.42	688.69	659.00	676.81	1.00e-05	1.00e-02
vacc[c]	-219.81	5.98	1215.42	1185.73	1203.55	1.00e-05	1.00e-02
lnlncg[c]	-169.02	7.12	1092.25	1062.56	1080.38	1.00e-05	1.00e-02
lnlnca[c]	-179.37	7.25	1081.90	1052.21	1070.02	1.00e-05	1.00e-02
strdnc[c]	-144.77	8.35	1029.51	999.82	1017.64	1.00e-05	1.00e-02
pristcoa[c]	-2009.90	16.87	947.16	917.47	935.29	1.00e-05	1.00e-02
tmndnc[c]	-94.51	9.85	1166.76	1137.07	1154.88	1.00e-05	1.00e-02
phyt[c]	-201.88	11.60	1494.31	1464.62	1482.43	1.00e-05	1.00e-02
phytcoa[c]	-2104.28	21.19	939.74	910.05	927.86	1.00e-05	1.00e-02
lgnc[c]	-198.67	5.04	1845.46	1815.78	1833.59	1.00e-05	1.00e-02
nrvnc[c]	-191.21	5.89	1765.93	1736.24	1754.06	1.00e-05	1.00e-02
tettet6[c]	-158.47	5.76	1537.72	1508.03	1525.85	1.00e-05	1.00e-02
tetpent6[c]	-179.41	5.19	1429.80	1400.11	1417.92	1.00e-05	1.00e-02
tetpent3[c]	-175.66	5.86	1433.55	1403.86	1421.67	1.00e-05	1.00e-02
tethex3[c]	-35.06	9.90	1487.16	1457.47	1475.29	1.00e-05	1.00e-02
hexc[c]	-183.00	5.40	2035.10	2005.41	2023.22	1.00e-05	1.00e-02
occoa[c]	-2186.90	6.77	-186.68	-216.37	-198.55	1.00e-05	1.00e-02
octa[c]	-323.98	2.25	328.39	298.70	316.51	1.00e-05	1.00e-02
malcoa[c]	-2321.00	7.10	-885.94	-915.63	-897.82	1.00e-05	1.00e-02
whddca[c]	-280.00	13.95	720.31	690.62	708.44	1.00e-05	1.00e-02
whttdca[c]	-228.31	16.36	945.97	916.28	934.10	1.00e-05	1.00e-02
whhdca[c]	-176.62	18.78	1171.64	1141.95	1159.76	1.00e-05	1.00e-02
fald[c]	-127.12	3.83	-40.13	-69.82	-52.01	1.00e-05	1.00e-02
Sfglutth[c]	-830.82	7.50	-135.02	-164.71	-146.90	1.00e-05	1.00e-02
fald[l]	-127.12	3.83	-60.32	-90.01	-72.20	1.00e-05	1.00e-02
tdcoa[m]	-2139.91	7.90	658.09	628.41	646.22	1.00e-05	1.00e-02
ptdcacoa[m]	-2132.08	8.09	762.41	732.72	750.54	1.00e-05	1.00e-02
occoa[m]	-2186.90	6.77	32.19	2.50	20.32	1.00e-05	1.00e-02
hpdcacoa[m]	-2094.40	8.42	993.06	963.37	981.18	1.00e-05	1.00e-02
stcoa[x]	-2086.57	8.61	704.88	675.19	693.01	1.00e-05	1.00e-02
octd11ecoa[m]	-2088.99	8.52	998.48	968.79	986.60	1.00e-05	1.00e-02
lnlccoa[m]	-2044.52	10.59	946.45	916.77	934.58	1.00e-05	1.00e-02
lneldccoa[m]	-2083.57	8.62	907.41	877.72	895.53	1.00e-05	1.00e-02
lnlncacoa[m]	-2020.28	12.04	874.21	844.52	862.34	1.00e-05	1.00e-02
lnlncgcoa[m]	-2009.93	11.76	884.56	854.87	872.69	1.00e-05	1.00e-02
lnlncgcoa[x]	-2009.93	11.76	527.68	497.99	515.81	1.00e-05	1.00e-02
strdnccoa[m]	-1985.68	13.21	812.32	782.63	800.44	1.00e-05	1.00e-02
strdnccoa[x]	-1985.68	13.21	467.32	437.63	455.44	1.00e-05	1.00e-02
tmndnccoa[m]	-1953.03	15.06	941.47	911.78	929.59	1.00e-05	1.00e-02
tmndnccoa[x]	-1953.03	15.06	584.61	554.92	572.74	1.00e-05	1.00e-02
odecoa[x]	-2079.12	9.43	627.73	598.04	615.85	1.00e-05	1.00e-02
nrvnccoa[x]	-2032.13	10.56	1182.38	1152.69	1170.50	1.00e-05	1.00e-02
tettet6coa[x]	-1928.34	14.07	1032.33	1002.64	1020.45	1.00e-05	1.00e-02
tetpent3coa[x]	-1904.10	15.51	971.96	942.27	960.09	1.00e-05	1.00e-02
tetpent6coa[x]	-1893.75	15.24	982.30	952.61	970.42	1.00e-05	1.00e-02
tethex3coa[x]	-1882.20	15.78	909.24	879.56	897.37	1.00e-05	1.00e-02
hexccoa[x]	-2023.92	10.12	1444.42	1414.73	1432.54	1.00e-05	1.00e-02
dcacoa[c]	-2149.23	7.10	24.97	-4.72	13.09	1.00e-05	1.00e-02
ddcacoa[c]	-2133.56	7.48	214.60	184.91	202.73	1.00e-05	1.00e-02
xu1p_D[c]	-1593.10	2.19	-1201.92	-1231.61	-1213.80	1.00e-05	1.00e-02
gcald[c]	-292.87	5.31	-118.90	-148.59	-130.78	1.00e-05	1.00e-02
glyald[c]	-437.36	1.72	-176.41	-206.09	-188.28	1.00e-05	1.00e-02
tag1p_D[c]	-1719.15	3.44	-1240.98	-1270.67	-1252.86	1.00e-05	1.00e-02
f6p[c]	-1763.26	0.82	-1285.12	-1314.81	-1297.00	1.00e-05	1.00e-02
f26bp[c]	-2578.27	0.37	-2143.76	-2173.45	-2155.63	1.00e-05	1.00e-02
fe2[m]	-78.18	3.37	-82.95	-112.64	-94.83	1.00e-05	1.00e-02
pheme[m]	0.00	3.36	1444.32	1414.63	1432.44	1.00e-05	1.00e-02
ppp9[m]	-553.96	7.27	989.81	960.12	977.93	1.00e-05	1.00e-02
formcoa[c]	-2076.89	7.30	-685.35	-715.04	-697.22	1.00e-05	1.00e-02
fe2[e]	-78.18	3.37	-81.85	-111.54	-93.73	1.00e-05	1.00e-02
fe2[c]	-78.18	3.37	-81.76	-111.44	-93.63	1.00e-05	1.00e-02
fe3[e]	-3.52	3.37	-10.79	-40.48	-22.67	1.00e-05	1.00e-02
fuc_L[c]	-770.33	4.54	-248.42	-278.11	-260.30	1.00e-05	1.00e-02
Lfmkynr[c]	-319.00	5.57	202.83	173.14	190.96	1.00e-05	1.00e-02
Lkynr[c]	-171.01	5.50	350.82	321.13	338.94	1.00e-05	1.00e-02
fol[c]	-538.53	7.56	242.48	212.79	230.61	1.00e-05	1.00e-02
fol[e]	-538.53	7.56	263.18	233.50	251.31	1.00e-05	1.00e-02
formcoa[x]	-2076.89	7.30	-723.47	-753.16	-735.35	1.00e-05	1.00e-02
for[m]	-349.46	2.28	-301.22	-330.91	-313.09	1.00e-05	1.00e-02
for[r]	-349.46	2.28	-305.97	-335.66	-317.85	1.00e-05	1.00e-02
5dhf[m]	-1800.33	24.84	467.06	437.37	455.18	1.00e-05	1.00e-02
thf[m]	-571.37	5.67	438.19	408.50	426.31	1.00e-05	1.00e-02
frdp[x]	-1857.75	7.40	-801.46	-831.15	-813.34	1.00e-05	1.00e-02
frdp[r]	-1857.75	7.40	-772.32	-802.01	-784.19	1.00e-05	1.00e-02
fru[e]	-923.99	3.23	-387.84	-417.53	-399.72	1.00e-05	1.00e-02
fru[c]	-923.99	3.23	-402.09	-431.78	-413.96	1.00e-05	1.00e-02
thf[c]	-571.37	5.67	340.92	311.24	329.05	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[c]	-923.99	3.23	-402.09	-431.78	-413.96	1.00e-05	1.00e-02
fuc13galacglcgal14acglcgalgluside_hs[g]	-923.99	3.23	-462.65	-492.34	-474.53	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[c]	0.00	3.36	3870.83	3841.14	3858.95	1.00e-05	1.00e-02
fuc14galacglcgalgluside_hs[g]	0.00	3.36	3421.64	3391.95	3409.76	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[c]	0.00	3.36	4871.16	4841.47	4859.28	1.00e-05	1.00e-02
fucacgalfucgalacglcgalgluside_hs[g]	0.00	3.36	4305.88	4276.19	4294.00	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[c]	-770.33	4.54	-248.42	-278.11	-260.30	1.00e-05	1.00e-02
fucacngal14acglcgalgluside_hs[g]	-770.33	4.54	-308.99	-338.67	-320.86	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[c]	0.00	3.36	4565.97	4536.28	4554.09	1.00e-05	1.00e-02
fucacngalacglcgalgluside_hs[g]	0.00	3.36	4036.02	4006.33	4024.15	1.00e-05	1.00e-02
fuc_L[l]	-770.33	4.54	-369.55	-399.24	-381.43	1.00e-05	1.00e-02
ksi[l]	0.00	3.36	13000.37	12970.68	12988.50	1.00e-05	1.00e-02
ksi_deg1[l]	0.00	3.36	12666.39	12636.70	12654.51	1.00e-05	1.00e-02
s2l2fn2m2masn[l]	-922.29	3.07	-561.10	-590.79	-572.97	1.00e-05	1.00e-02
s2l2n2m2masn[l]	0.00	3.36	4505.80	4476.11	4493.92	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[c]	0.00	3.36	4305.75	4276.06	4293.88	1.00e-05	1.00e-02
fucfuc12gal14acglcgalgluside_hs[g]	0.00	3.36	3806.09	3776.40	3794.21	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[c]	0.00	3.36	5306.08	5276.39	5294.20	1.00e-05	1.00e-02
fucfuc132galacglcgal14acglcgalgluside_hs[g]	0.00	3.36	4690.33	4660.64	4678.46	1.00e-05	1.00e-02
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c]	0.00	3.36	6741.33	6711.64	6729.46	1.00e-05	1.00e-02
