http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5		1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83HAA/KAR_1015	83HAA/KAR		C	3.5.1.11	penicillin amidase	C08126 + C00001 = C02954 + C02181	phenoxymethylpenicillin-(aq) + H2O(l) = 6-aminopenicillanate-(aq) + phenoxyacetate(aq)	0.00128		298.15		6.37		867
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83HAA/KAR_1013	83HAA/KAR		C	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G-(aq) + H2O(l) = 6-aminopenicillanic acid-(aq) + phenylacetic acid(aq)	0.0003		298.15		6.5		868
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=99MUN/LOP_1589	99MUN/LOP	chromatography	B	5.1.3.6	UDPglucuronate 4-epimerase	C00167 = C00617	UDP-D-glucuronate(aq) = UDP-D-galacturonate(aq)		1.3	310.15		7.5		869
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.031	311.15		6.39		870
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0511	311.15		6.99		871
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0302	311.15		7.01		872
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.014	311.15		7.03		873
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.014	311.15		7.04		874
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.00829	311.15		7.79		875
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0197	311.15		7.18		876
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.024	311.15		7.17		877
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0222	311.15		6.39		878
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0221	311.15		6.62		879
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0301	311.15		6.8		880
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0344	311.15		6.99		881
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0229	311.15		7.2		882
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0328	311.15		6.99		883
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85LIE_292	85LIE	spectrophotometry and enzymatic assay	A	1.4.4.2	glycine dehydrogenase (decarboxylating)	C00037 + C00725 = C80069 + C00288	glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq)		0.0465	311.15		6.83		884
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72DAH/AND_1108	72DAH/AND	enzymatic assay and spectrophotometry	B	4.1.2.18	2-dehydro-3-deoxy-L-pentonate aldolase	C06159 = C00022 + C00424	2-dehydro-3-deoxy-D-fuconate(aq) = pyruvate(aq) + (S)-lactaldehyde(aq)		0.00012	301.15		7.5		885
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=91WOH/DIE_304	91WOH/DIE	spectrophotometry	C	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)	C00143 + C00003 = C00445 + C00004	5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)		0.0096	310.15		7.9		886
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=91WOH/DIE_304	91WOH/DIE	spectrophotometry	C	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)	C00143 + C00003 = C00445 + C00004	5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)		0.012	310.15		7.8		887
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=91WOH/DIE_305	91WOH/DIE	spectrophotometry	C	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)	C00143 + C80057 = C00445 + C80058	5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)		0.11	310.15		8.25		888
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=91WOH/DIE_305	91WOH/DIE	spectrophotometry	C	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)	C00143 + C80057 = C00445 + C80058	5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)		0.86	310.15		7.2		889
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66JEN/DAR_502	66JEN/DAR	spectrophotometry	C	2.6.1.1	aspartate transaminase	C19838 + C00026 = C03459 + C00025	erythro-3-hydroxyaspartate(aq) + 2-oxoglutarate(aq) = 2-oxo-3-hydroxybutanedioic acid(aq) + L-glutamate(aq)		12	303.15		7.9		890
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66THO/NAN_1158	66THO/NAN	spectrophotometry	C	4.2.1.3	aconitate hydratase	C00158 = C00417 + C00001	citrate(aq) = cis-aconitate(aq) + H2O(l)		0.046	298.15		7.4		891
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=42LEN/STR_505	42LEN/STR	chemical analysis	C	2.6.1.2	alanine transaminase	C00041 + C00026 = C00022 + C00025	L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq)		0.7	310.15		7.3		892
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=97XU/EAD_1712	97XU/EAD	radioactivity	B	2.4.2.8	hypoxanthine phosphoribosyltransferase	C00130 + C00013 = C00262 + C00119	IMP(aq) + pyrophosphate(aq) = hypoxanthine(aq) + 5-phospho--D-ribose 1-diphosphate(aq)		3.3E-06	303.15		7.4		893
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=97DEJ/ROC_428	97DEJ/ROC	enzymatic assay and spectrophotometry	B	2.4.1.13	sucrose synthase	C00029 + C00095 = C00015 + C00089	UDPglucose(aq) + D-fructose(aq) = UDP(aq) + sucrose(aq)		6.7	303.15		7		894
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=97DEJ/ROC_428	97DEJ/ROC	enzymatic assay and spectrophotometry	B	2.4.1.13	sucrose synthase	C00029 + C00095 = C00015 + C00089	UDPglucose(aq) + D-fructose(aq) = UDP(aq) + sucrose(aq)		250	303.15		9.4		895
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56GRE/COH_1296	56GRE/COH	chemical analysis	B	5.3.1.3	arabinose isomerase	C01019 = C01721	L-fucose(aq) = L-fuculose(aq)		0.12	310.15		8		896
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_1129	52STE/OCH	spectrophotometry	B	4.1.3.7&1.1.1.37	citrate (si)-synthase and malate dehydrogenase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		0.48	295.15		6.25		897
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_1129	52STE/OCH	spectrophotometry	B	4.1.3.7&1.1.1.37	citrate (si)-synthase and malate dehydrogenase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		10.8	295.15		7.2		898
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_1129	52STE/OCH	spectrophotometry	B	4.1.3.7&1.1.1.37	citrate (si)-synthase and malate dehydrogenase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		599	295.15		8.2		899
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_1129	52STE/OCH	spectrophotometry	B	4.1.3.7&1.1.1.37	citrate (si)-synthase and malate dehydrogenase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		5610	295.15		8.7		900
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_1129	52STE/OCH	spectrophotometry	B	4.1.3.7&1.1.1.37	citrate (si)-synthase and malate dehydrogenase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		101	295.15		7.6		901
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66SCH_385	66SCH	spectrophotometry	C	2.3.1.6	choline O-acetyltransferase	C00024 + C00114 = C00010 + C01996	acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq)		145	310.15		7		902
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66SCH_385	66SCH	spectrophotometry	C	2.3.1.6	choline O-acetyltransferase	C00024 + C00114 = C00010 + C01996	acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq)		5100	310.15		7		903
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50SLE_1345	50SLE	spectrophotometry	B	5.3.1.8	mannose-6-phosphate isomerase	C00275 = C00085	D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		1.5	303.15		7.4		904
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.85	0.2	905
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.9	0.3	906
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.86	0.55	907
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.9	0.78	908
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.9	1.71	909
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.89	1.73	910
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.92	1.97	911
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.93	2.34	912
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.98	2.89	913
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.98	3.57	914
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.88	1.65	915
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.87	1.5	916
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.92	1.17	917
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.92	1.85	918
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.86	1.41	919
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76GOL_548	76GOL	calorimetry	A	2.7.1.1	hexokinase	C00002 + C00031 = C00008 + C00092	ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq)			298.16		8.64	1.8	920
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73HER_1136	73HER		B	4.1.3.24	malyl-CoA lyase	C04348 = C00024 + C00048	(R,S)-malyl-CoA(aq) = acetyl-CoA(aq) + glyoxylate(aq)		0.0029	303.15		7.4		921
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=86CAS/VEE2_1338	86CAS/VEE2	enzymatic assay and spectrophotometry	A	5.3.1.6	ribose-5-phosphate isomerase	C00117 = C00199	D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)		0.83	311.15	0.25	7	3	922
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00ZHE/BLA_1715	00ZHE/BLA	spectrophotometry	B	1.1.1.169	2-dehydropantoate 2-reductase	C00522 + C00006 = C00966 + C00005	(R)-pantoate(aq) + NADP(ox) = 2-dehydropantoate(aq) + NADP(red)(aq)		0.00148	298.15		7.5		923
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56HAK/GLA_100	56HAK/GLA	spectrophotometry	B	1.1.1.27	L-lactate dehydrogenase	C00186 + C00003 = C00022 + C00004	(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq)		9.78E-06	289.15		6.8		924
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56HAK/GLA_100	56HAK/GLA	spectrophotometry	B	1.1.1.27	L-lactate dehydrogenase	C00186 + C00003 = C00022 + C00004	(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq)		3.24E-05	308.15		6.8		925
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56HAK/GLA_100	56HAK/GLA	spectrophotometry	B	1.1.1.27	L-lactate dehydrogenase	C00186 + C00003 = C00022 + C00004	(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq)		1.74E-05	298.15		6.8		926
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6.2	303.15		5.15		927
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6	303.15		5.43		928
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6.8	303.15		6.1		929
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		5.8	303.15		6.65		930
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6	303.15		4.6		931
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6.6	303.15		5.01		932
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROD/TOW_1390	57ROD/TOW	spectrophotometry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		6.3	303.15		5.7		933
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57MAX_1249	57MAX	spectrophotometry	C	5.1.3.2	UDPglucose 4-epimerase	C00029 = C00052	UDPglucose(aq) = UDPgalactose(aq)		0.33	298.15		8.7		934
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_784	93LAR/TEW	HPLC	A	3.1.3.1	alkaline phosphatase	C00130 + C00001 = C00294 + C00009	IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq)		158	298.15		8.55	4.44	935
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88LIM/RAI_1287	88LIM/RAI	enzymatic assay and spectrophotometry; NMR	B	5.3.1.1	triose-phosphate isomerase	C00118 = C00111	D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq)		22	303.15		7.6		936
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76LAW/GUY_773	76LAW/GUY	enzymatic assay; spectrophotometry	A	3.1.3.1	alkaline phosphatase	C00092 + C00001 = C00031 + C00009	D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq)		110	310.15	0.25	6.99	3	937
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35AKA_1170	35AKA		C	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.3	301.15				938
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=01TEW/KIS_1645	01TEW/KIS	calorimetry	A	4.1.2.15	2-dehydro-3-deoxyheptonate aldolase	C00074 + C00279 + C00001 = C04691 + C00009	phosphoenolpyruvate(aq) + D-erythrose 4-phosphate(aq) + H2O(l) = 2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate(aq) + orthophosphate(aq)			298.15	0.09	8.18		939
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67UYE/RAB_301	67UYE/RAB	spectrophotometry	B	1.5.1.5	methylenetetrahydrofolate dehydrogenase (NADP+)	C00143 + C00006 = C00445 + C00005	5,10-methylenetetrahydrofolate(aq) + NADP(aq) = 5,10-methenyltetrahydrofolate(aq) + NADPH(aq)		0.14	298.15		6.9		940
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY/KIE2_1386	35MEY/KIE2	polarimetry	B	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		4	301.15				941
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93BES/REB_352	93BES/REB	radioactivity	B	2.1.2.1	glycine hydroxymethyltransferase	C04377 + C00037 + C00001 = C01217 + C00065	CH2-H4PteGlu4(aq) + glycine(aq) + H2O(l) = H4PteGlu4(aq) + L-serine(aq)		0.063	310.15		7.4		942
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93BES/REB_351	93BES/REB	radioactivity	B	2.1.2.1	glycine hydroxymethyltransferase	C00143 + C00037 + C00001 = C00101 + C00065	5,10-methylenetetrahydrofolate(aq) + glycine(aq) + H2O(l) = tetrahydrofolate(aq) + L-serine(aq)		0.067	310.15		7.4		943
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54CHA_1086	54CHA	radioactivity	B	4.1.2.2	ketotetraose-phosphate aldolase	C03394 = C00067 + C00111	erythrulose 1-phosphate(aq) = formaldehyde(aq) + glycerone phosphate(aq)		0.00043	301.15		7.4		944
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89RIZ/HAR_55	89RIZ/HAR	spectrophotometry	C	1.1.1.9	D-xylulose reductase	C00379 + C00003 = C00310 + C00004	xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq)		0.00069	298.15		7		945
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=86CAS/VEE2_1248	86CAS/VEE2	enzymatic assay and spectrophotometry	A	5.1.3.1	ribulose-phosphate 3-epimerase	C00199 = C00231	D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)		1.82	311.15	0.25	7	3	946
