Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
all6p[c]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
acald[c]	0.00	100000.00	186.32	-195843.36	196176.24	1.00e-05	2.00e-02
all__D[c]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
8aonn[c]	0.00	100000.00	791.88	-195237.81	196781.79	1.00e-05	2.00e-02
acald[e]	0.00	100000.00	186.32	-195843.36	196176.24	1.00e-05	2.00e-02
ACP[c]	0.00	100000.00	977.34	-195052.35	196967.25	1.00e-05	2.00e-02
all__D[e]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
acald[p]	0.00	100000.00	186.32	-195843.36	196176.24	1.00e-05	2.00e-02
all__D[p]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
LalaDgluMdapDala[c]	0.00	100000.00	1396.57	-194633.12	197386.48	1.00e-05	2.00e-02
acanth[c]	0.00	100000.00	371.79	-195657.90	196361.70	1.00e-05	2.00e-02
LalaDgluMdapDala[e]	0.00	100000.00	1396.57	-194633.12	197386.48	1.00e-05	2.00e-02
alltn[c]	0.00	100000.00	279.49	-195750.20	196269.40	1.00e-05	2.00e-02
accoa[c]	0.00	100000.00	1569.99	-194459.70	197559.91	1.00e-05	2.00e-02
alltn[e]	0.00	100000.00	279.49	-195750.20	196269.40	1.00e-05	2.00e-02
LalaDgluMdapDala[p]	0.00	100000.00	1396.57	-194633.12	197386.48	1.00e-05	2.00e-02
acetol[c]	0.00	100000.00	279.49	-195750.20	196269.40	1.00e-05	2.00e-02
LalaDgluMdap[c]	0.00	100000.00	1163.67	-194866.02	197153.58	1.00e-05	2.00e-02
alltn[p]	0.00	100000.00	279.49	-195750.20	196269.40	1.00e-05	2.00e-02
LalaDgluMdap[e]	0.00	100000.00	1163.67	-194866.02	197153.58	1.00e-05	2.00e-02
acg5p[c]	0.00	100000.00	411.49	-195618.20	196401.40	1.00e-05	2.00e-02
LalaDgluMdap[p]	0.00	100000.00	1163.67	-194866.02	197153.58	1.00e-05	2.00e-02
alltt[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
allul6p[c]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
acg5sa[c]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
alpp[p]	0.00	100000.00	0.00	-196029.69	195989.91	1.00e-05	2.00e-02
LalaDglu[c]	0.00	100000.00	604.69	-195425.00	196594.61	1.00e-05	2.00e-02
acgal1p[e]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
LalaLglu[c]	0.00	100000.00	604.69	-195425.00	196594.61	1.00e-05	2.00e-02
N1aspmd[c]	0.00	100000.00	1067.92	-194961.77	197057.84	1.00e-05	2.00e-02
altrn[c]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
acgal1p[p]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
amet[c]	0.00	100000.00	1070.50	-194959.18	197060.42	1.00e-05	2.00e-02
Nmtrp[c]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
acgal[e]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
Sfglutth[c]	0.00	100000.00	744.44	-195285.25	196734.35	1.00e-05	2.00e-02
ametam[c]	0.00	100000.00	1114.50	-194915.18	197104.42	1.00e-05	2.00e-02
acgal[p]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
amob[c]	0.00	100000.00	885.04	-195144.65	196874.95	1.00e-05	2.00e-02
aacald[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
amp[c]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
acgam1p[c]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
amp[e]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
acgam1p[e]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
amp[p]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
acgam1p[p]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
anhgm3p[c]	0.00	100000.00	2418.77	-193610.91	198408.69	1.00e-05	2.00e-02
ca2[c]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
acgam6p[c]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
ca2[e]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
anhgm3p[p]	0.00	100000.00	2418.77	-193610.91	198408.69	1.00e-05	2.00e-02
acgam[c]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
anhgm4p[c]	0.00	100000.00	2651.68	-193378.01	198641.59	1.00e-05	2.00e-02
ca2[p]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
acgam[e]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
camp[c]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
anhgm4p[p]	0.00	100000.00	2651.68	-193378.01	198641.59	1.00e-05	2.00e-02
acgam[p]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
anhgm[c]	0.00	100000.00	1349.99	-194679.70	197339.90	1.00e-05	2.00e-02
cbasp[c]	0.00	100000.00	276.05	-195753.64	196265.96	1.00e-05	2.00e-02
cbi[c]	0.00	100000.00	3353.84	-192675.85	199343.75	1.00e-05	2.00e-02
acglc__D[c]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
cbi[e]	0.00	100000.00	3353.84	-192675.85	199343.75	1.00e-05	2.00e-02
anhgm[e]	0.00	100000.00	1349.99	-194679.70	197339.90	1.00e-05	2.00e-02
acglu[c]	0.00	100000.00	415.79	-195613.90	196405.70	1.00e-05	2.00e-02
anhgm[p]	0.00	100000.00	1349.99	-194679.70	197339.90	1.00e-05	2.00e-02
cbi[p]	0.00	100000.00	3353.84	-192675.85	199343.75	1.00e-05	2.00e-02
acmalt[c]	0.00	100000.00	1117.95	-194911.74	197107.86	1.00e-05	2.00e-02
cbl1[c]	0.00	100000.00	4098.27	-191931.42	200088.18	1.00e-05	2.00e-02
anhm3p[c]	0.00	100000.00	1813.22	-194216.47	197803.13	1.00e-05	2.00e-02
anhm4p[c]	0.00	100000.00	2046.13	-193983.56	198036.04	1.00e-05	2.00e-02
acmana[c]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
anhm[c]	0.00	100000.00	744.44	-195285.25	196734.35	1.00e-05	2.00e-02
cbl1[e]	0.00	100000.00	4098.27	-191931.42	200088.18	1.00e-05	2.00e-02
cbl1[p]	0.00	100000.00	4098.27	-191931.42	200088.18	1.00e-05	2.00e-02
cbp[c]	0.00	100000.00	89.72	-195939.97	196079.63	1.00e-05	2.00e-02
anth[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
acmana[e]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
cd2[c]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
acmana[p]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
cd2[e]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
cd2[p]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
ap4a[c]	0.00	100000.00	1104.18	-194925.51	197094.09	1.00e-05	2.00e-02
acmanap[c]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
cddec5eACP[c]	0.00	100000.00	1908.96	-194120.73	197898.87	1.00e-05	2.00e-02
acmum6p[c]	0.00	100000.00	784.14	-195245.55	196774.05	1.00e-05	2.00e-02
cdec3eACP[c]	0.00	100000.00	1722.64	-194307.05	197712.55	1.00e-05	2.00e-02
ap5a[c]	0.00	100000.00	1096.44	-194933.25	197086.35	1.00e-05	2.00e-02
acmum[e]	0.00	100000.00	837.60	-195192.09	196827.51	1.00e-05	2.00e-02
apg120[c]	0.00	100000.00	3725.62	-192304.06	199715.54	1.00e-05	2.00e-02
cdp[c]	0.00	100000.00	551.23	-195478.46	196541.14	1.00e-05	2.00e-02
acmum[p]	0.00	100000.00	837.60	-195192.09	196827.51	1.00e-05	2.00e-02
cdpdddecg[c]	0.00	100000.00	2931.17	-193098.52	198921.08	1.00e-05	2.00e-02
cdpdhdec9eg[c]	0.00	100000.00	3490.14	-192539.55	199480.05	1.00e-05	2.00e-02
apg140[c]	0.00	100000.00	4284.60	-191745.09	200274.51	1.00e-05	2.00e-02
acnam[c]	0.00	100000.00	837.60	-195192.09	196827.51	1.00e-05	2.00e-02
apg141[c]	0.00	100000.00	4005.11	-192024.58	199995.02	1.00e-05	2.00e-02
cdpdhdecg[c]	0.00	100000.00	3676.46	-192353.23	199666.37	1.00e-05	2.00e-02
acnam[e]	0.00	100000.00	837.60	-195192.09	196827.51	1.00e-05	2.00e-02
cdpdodec11eg[c]	0.00	100000.00	3862.79	-192166.90	199852.70	1.00e-05	2.00e-02
apg160[c]	0.00	100000.00	4843.57	-191186.12	200833.48	1.00e-05	2.00e-02
acnam[p]	0.00	100000.00	837.60	-195192.09	196827.51	1.00e-05	2.00e-02
apg161[c]	0.00	100000.00	4564.08	-191465.61	200553.99	1.00e-05	2.00e-02
cdpdodecg[c]	0.00	100000.00	4049.11	-191980.58	200039.02	1.00e-05	2.00e-02
acolipa[e]	0.00	100000.00	14556.78	-181472.91	210546.69	1.00e-05	2.00e-02
cdpdtdec7eg[c]	0.00	100000.00	3117.49	-192912.20	199107.40	1.00e-05	2.00e-02
apg180[c]	0.00	100000.00	5402.54	-190627.15	201392.45	1.00e-05	2.00e-02
acolipa[p]	0.00	100000.00	14556.78	-181472.91	210546.69	1.00e-05	2.00e-02
apg181[c]	0.00	100000.00	5123.06	-190906.63	201112.97	1.00e-05	2.00e-02
cdpdtdecg[c]	0.00	100000.00	3303.81	-192725.87	199293.73	1.00e-05	2.00e-02
acon_C[c]	0.00	100000.00	132.00	-195897.69	196121.91	1.00e-05	2.00e-02
cechddd[c]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
apoACP[c]	0.00	100000.00	46.58	-195983.11	196036.49	1.00e-05	2.00e-02
acon_T[c]	0.00	100000.00	132.00	-195897.69	196121.91	1.00e-05	2.00e-02
aps[c]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
cenchddd[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
aconm[c]	0.00	100000.00	276.05	-195753.64	196265.96	1.00e-05	2.00e-02
cgly[c]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
ara5p[c]	0.00	100000.00	415.79	-195613.90	196405.70	1.00e-05	2.00e-02
acorn[c]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
arab__L[c]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
cgly[e]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
acser[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
cgly[p]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
arab__L[e]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
acser[e]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
arab__L[p]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
chol[c]	0.00	100000.00	651.27	-195378.41	196641.19	1.00e-05	2.00e-02
acser[p]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
chol[e]	0.00	100000.00	651.27	-195378.41	196641.19	1.00e-05	2.00e-02
chol[p]	0.00	100000.00	651.27	-195378.41	196641.19	1.00e-05	2.00e-02
aragund[c]	0.00	100000.00	5353.38	-190676.31	201343.29	1.00e-05	2.00e-02
actACP[c]	0.00	100000.00	1163.67	-194866.02	197153.58	1.00e-05	2.00e-02
arbt6p[c]	0.00	100000.00	695.28	-195334.41	196685.19	1.00e-05	2.00e-02
chor[c]	0.00	100000.00	369.21	-195660.48	196359.12	1.00e-05	2.00e-02
actp[c]	-1223.26	2.08	-1086.95	-1120.72	-1092.96	1.00e-05	2.00e-02
cinnm[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
arbtn_fe3[c]	0.00	100000.00	1537.17	-194492.51	197527.09	1.00e-05	2.00e-02
ade[c]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
arbtn_fe3[e]	0.00	100000.00	1537.17	-194492.51	197527.09	1.00e-05	2.00e-02
cit[c]	0.00	100000.00	225.16	-195804.52	196215.08	1.00e-05	2.00e-02
ade[e]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
cit[e]	0.00	100000.00	225.16	-195804.52	196215.08	1.00e-05	2.00e-02
arbtn_fe3[p]	0.00	100000.00	1537.17	-194492.51	197527.09	1.00e-05	2.00e-02
ade[p]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
arbtn[c]	0.00	100000.00	1529.43	-194500.26	197519.35	1.00e-05	2.00e-02
cit[p]	0.00	100000.00	225.16	-195804.52	196215.08	1.00e-05	2.00e-02
adn[c]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
citr__L[c]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
arbtn[e]	0.00	100000.00	1529.43	-194500.26	197519.35	1.00e-05	2.00e-02
arbtn[p]	0.00	100000.00	1529.43	-194500.26	197519.35	1.00e-05	2.00e-02
adn[e]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
arg__L[c]	0.00	100000.00	697.86	-195331.83	196687.77	1.00e-05	2.00e-02
ckdo[c]	0.00	100000.00	1114.50	-194915.18	197104.42	1.00e-05	2.00e-02
cl[c]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
adn[p]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
cl[e]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
arg__L[e]	0.00	100000.00	697.86	-195331.83	196687.77	1.00e-05	2.00e-02
adocbi[c]	0.00	100000.00	3911.95	-192117.74	199901.86	1.00e-05	2.00e-02
arg__L[p]	0.00	100000.00	697.86	-195331.83	196687.77	1.00e-05	2.00e-02
cl[p]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
adocbip[c]	0.00	100000.00	3865.37	-192164.32	199855.28	1.00e-05	2.00e-02
clpn120[p]	0.00	100000.00	5027.31	-191002.38	201017.22	1.00e-05	2.00e-02
argsuc[c]	0.00	100000.00	791.02	-195238.67	196780.93	1.00e-05	2.00e-02
adocbl[c]	0.00	100000.00	4658.11	-191371.58	200648.02	1.00e-05	2.00e-02
argtrna[c]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
clpn140[p]	0.00	100000.00	5772.61	-190257.08	201762.52	1.00e-05	2.00e-02
adocbl[e]	0.00	100000.00	4658.11	-191371.58	200648.02	1.00e-05	2.00e-02
clpn141[p]	0.00	100000.00	5399.96	-190629.73	201389.87	1.00e-05	2.00e-02
ascb6p[c]	0.00	100000.00	322.63	-195707.06	196312.54	1.00e-05	2.00e-02
adocbl[p]	0.00	100000.00	4658.11	-191371.58	200648.02	1.00e-05	2.00e-02
ascb__L[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
ascb__L[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
clpn160[p]	0.00	100000.00	6517.91	-189511.78	202507.82	1.00e-05	2.00e-02
adp[c]	0.00	100000.00	551.23	-195478.46	196541.14	1.00e-05	2.00e-02
clpn161[p]	0.00	100000.00	6145.26	-189884.43	202135.17	1.00e-05	2.00e-02
asn__L[c]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
asn__L[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
clpn180[p]	0.00	100000.00	7263.20	-188766.49	203253.12	1.00e-05	2.00e-02
clpn181[p]	0.00	100000.00	6890.55	-189139.13	202880.47	1.00e-05	2.00e-02
adpglc[c]	0.00	100000.00	1067.92	-194961.77	197057.84	1.00e-05	2.00e-02
cmp[c]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
asn__L[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
asntrna[c]	0.00	100000.00	1117.95	-194911.74	197107.86	1.00e-05	2.00e-02
cmp[e]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
adphep_DD[c]	0.00	100000.00	1161.09	-194868.60	197151.00	1.00e-05	2.00e-02
cmp[p]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
aso3[c]	0.00	100000.00	-7.74	-196037.43	195982.17	1.00e-05	2.00e-02
adphep_LD[c]	0.00	100000.00	1161.09	-194868.60	197151.00	1.00e-05	2.00e-02
aso3[e]	0.00	100000.00	-7.74	-196037.43	195982.17	1.00e-05	2.00e-02
co2[c]	-386.00	4.81	-386.00	-425.12	-386.66	1.00e-05	2.00e-02
adprib[c]	0.00	100000.00	974.76	-195054.93	196964.67	1.00e-05	2.00e-02
co2[e]	-386.00	4.81	-386.00	-425.12	-386.66	1.00e-05	2.00e-02
aso3[p]	0.00	100000.00	-7.74	-196037.43	195982.17	1.00e-05	2.00e-02
ag[c]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
aso4[c]	0.00	100000.00	-7.74	-196037.43	195982.17	1.00e-05	2.00e-02
co2[p]	-386.00	4.81	-386.00	-425.12	-386.66	1.00e-05	2.00e-02
ag[e]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
coa[c]	0.00	100000.00	1476.83	-194552.86	197466.74	1.00e-05	2.00e-02
asp__L[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
asp__L[e]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
agdpcbi[c]	0.00	100000.00	4424.34	-191605.35	200414.25	1.00e-05	2.00e-02
asp__L[p]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
cobalt2[c]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
cobalt2[e]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
agm[c]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
cobalt2[p]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
aspsa[c]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
agm[e]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
asptrna[c]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
colipa[c]	0.00	100000.00	14009.98	-182019.71	209999.89	1.00e-05	2.00e-02
agm[p]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
colipa[e]	0.00	100000.00	14009.98	-182019.71	209999.89	1.00e-05	2.00e-02
athr__L[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
ahcys[c]	0.00	100000.00	931.62	-195098.07	196921.53	1.00e-05	2.00e-02
atp[c]	0.00	100000.00	545.21	-195484.48	196535.12	1.00e-05	2.00e-02
colipa[p]	0.00	100000.00	14009.98	-182019.71	209999.89	1.00e-05	2.00e-02
ahdt[c]	0.00	100000.00	545.21	-195484.48	196535.12	1.00e-05	2.00e-02
cpe160[c]	0.00	100000.00	3447.00	-192582.69	199436.91	1.00e-05	2.00e-02
b2coa[c]	0.00	100000.00	1663.16	-194366.53	197653.07	1.00e-05	2.00e-02
aicar[c]	0.00	100000.00	602.11	-195427.58	196592.03	1.00e-05	2.00e-02
bbtcoa[c]	0.00	100000.00	2134.99	-193894.70	198124.90	1.00e-05	2.00e-02
cpe180[c]	0.00	100000.00	3819.65	-192210.04	199809.56	1.00e-05	2.00e-02
cpg160[c]	0.00	100000.00	3446.14	-192583.55	199436.05	1.00e-05	2.00e-02
air[c]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
cpg180[c]	0.00	100000.00	3818.79	-192210.90	199808.70	1.00e-05	2.00e-02
betald[c]	0.00	100000.00	558.11	-195471.58	196548.02	1.00e-05	2.00e-02
akg[c]	0.00	100000.00	182.88	-195846.81	196172.80	1.00e-05	2.00e-02
bglycogen[c]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
cpgn_un[c]	0.00	100000.00	2408.45	-193621.24	198398.36	1.00e-05	2.00e-02
akg[e]	0.00	100000.00	182.88	-195846.81	196172.80	1.00e-05	2.00e-02
cpgn_un[e]	0.00	100000.00	2408.45	-193621.24	198398.36	1.00e-05	2.00e-02
btal[c]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
akg[p]	0.00	100000.00	182.88	-195846.81	196172.80	1.00e-05	2.00e-02
btcoa[c]	0.00	100000.00	1756.32	-194273.37	197746.23	1.00e-05	2.00e-02
cpgn_un[p]	0.00	100000.00	2408.45	-193621.24	198398.36	1.00e-05	2.00e-02
ala_B[c]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
cpgn[c]	0.00	100000.00	2421.35	-193608.33	198411.27	1.00e-05	2.00e-02
btn[c]	0.00	100000.00	697.86	-195331.83	196687.77	1.00e-05	2.00e-02
ala_B[e]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
btnso[c]	0.00	100000.00	697.86	-195331.83	196687.77	1.00e-05	2.00e-02
cpgn[e]	0.00	100000.00	2421.35	-193608.33	198411.27	1.00e-05	2.00e-02
ala_B[p]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
cpgn[p]	0.00	100000.00	2421.35	-193608.33	198411.27	1.00e-05	2.00e-02
but2eACP[c]	0.00	100000.00	1163.67	-194866.02	197153.58	1.00e-05	2.00e-02
ala__D[c]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
butACP[c]	0.00	100000.00	1256.83	-194772.86	197246.74	1.00e-05	2.00e-02
cpppg3[c]	0.00	100000.00	1849.48	-194180.21	197839.39	1.00e-05	2.00e-02
ala__D[e]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
but[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
ala__D[p]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
but[e]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
crnDcoa[c]	0.00	100000.00	2134.99	-193894.70	198124.90	1.00e-05	2.00e-02
crn__D[c]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
ala__L[c]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
crn__D[p]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
but[p]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
butso3[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
ala__L[e]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
butso3[e]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
crn[c]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
ala__L[p]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
crn[e]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
butso3[p]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
crn[p]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
alaala[c]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
crncoa[c]	0.00	100000.00	2134.99	-193894.70	198124.90	1.00e-05	2.00e-02
alaala[e]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
csn[c]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
alaala[p]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
csn[e]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
dopa[p]	0.00	100000.00	558.11	-195471.58	196548.02	1.00e-05	2.00e-02
csn[p]	0.00	100000.00	232.91	-195796.78	196222.82	1.00e-05	2.00e-02
ctbt[c]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
cu[p]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
dpcoa[c]	0.00	100000.00	1533.73	-194495.95	197523.65	1.00e-05	2.00e-02
ctbt[p]	0.00	100000.00	605.55	-195424.14	196595.47	1.00e-05	2.00e-02
dsbaox[p]	0.00	100000.00	0.00	-196029.69	195989.91	1.00e-05	2.00e-02
ctbtcoa[c]	0.00	100000.00	2041.82	-193987.86	198031.74	1.00e-05	2.00e-02
cyan[c]	119.55	4.81	166.13	127.01	165.47	1.00e-05	2.00e-02
dsbard[p]	0.00	100000.00	93.16	-195936.53	196083.07	1.00e-05	2.00e-02
cyan[e]	119.55	4.81	166.13	127.01	165.47	1.00e-05	2.00e-02
ctp[c]	0.00	100000.00	545.21	-195484.48	196535.12	1.00e-05	2.00e-02
dsbcox[p]	0.00	100000.00	0.00	-196029.69	195989.91	1.00e-05	2.00e-02
cyan[p]	119.55	4.81	166.13	127.01	165.47	1.00e-05	2.00e-02
dsbcrd[p]	0.00	100000.00	93.16	-195936.53	196083.07	1.00e-05	2.00e-02
cynt[c]	-97.39	4.81	-98.25	-137.37	-98.91	1.00e-05	2.00e-02
cynt[e]	-97.39	4.81	-98.25	-137.37	-98.91	1.00e-05	2.00e-02
cu2[c]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
cu2[e]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
dsbdox[c]	0.00	100000.00	0.00	-196029.69	195989.91	1.00e-05	2.00e-02
cu2[p]	0.00	100000.00	-3.44	-196033.13	195986.47	1.00e-05	2.00e-02
cu[c]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
cynt[p]	-97.39	4.81	-98.25	-137.37	-98.91	1.00e-05	2.00e-02
cys__D[c]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
dsbdrd[c]	0.00	100000.00	93.16	-195936.53	196083.07	1.00e-05	2.00e-02
cys__D[e]	0.00	100000.00	326.07	-195703.62	196315.98	1.00e-05	2.00e-02
cu[e]	0.00	100000.00	-0.86	-196030.55	195989.05	1.00e-05	2.00e-02
dsbgox[p]	0.00	100000.00	0.00	-196029.69	195989.91	1.00e-05	2.00e-02
