Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
CS	237.53	200000.00	232.37	-391806.83	392271.57
CSND	158.11	141421.36	158.11	-277077.04	277353.48
CSNt2pp	0.00	0.00	-8.68	-28.28	10.92
CSNtex	0.00	0.00	-0.00	-19.60	19.60
CMPN	237.53	173205.08	237.53	-339293.72	339729.00
CMPtex	0.00	0.00	0.00	-19.60	19.60
CTBTCAL2	-1092.36	223606.80	-1083.76	-439411.89	437244.36
3HAD141	-237.53	141421.36	-237.53	-277442.99	276967.93
CTBTabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CO2tex	0.00	0.00	0.00	-19.60	19.60
CO2tpp	0.00	0.00	0.00	-19.60	19.60
CTBTt2rpp	0.00	0.00	-8.68	-28.28	10.92
COBALT2abcpp	-854.83	141421.36	-835.75	-278090.50	276379.22
CTPS2	-854.83	244948.97	-854.83	-481043.32	479293.87
CU1Opp	-491.46	565685.43	-498.34	-1109310.09	1108353.19
CU1abcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
COBALT2t3pp	0.00	0.00	8.68	-10.92	28.28
COBALT2tex	0.00	0.00	0.00	-19.60	19.60
COBALT2tpp	0.00	0.00	-17.37	-36.97	2.23
COLIPAabcpp	-854.83	141421.36	-948.63	-278203.38	276266.34
CU2abcpp	-854.83	141421.36	-835.75	-278090.50	276379.22
CU2tex	0.00	0.00	0.00	-19.60	19.60
3HAD160	-237.53	141421.36	-237.53	-277442.99	276967.93
CU2tpp	0.00	0.00	-17.37	-36.97	2.23
CUt3	0.00	0.00	0.00	-19.60	19.60
CUtex	0.00	0.00	0.00	-19.60	19.60
COLIPAtex	0.00	0.00	0.00	-19.60	19.60
CPGNR1	39.22	346410.16	4.82	-679077.28	679007.36
CPGNR2	39.98	346410.16	5.57	-679076.52	679008.12
CPGNR3	-0.00	374165.74	-34.41	-733517.43	733369.07
CYANST	-554.79	100000.00	-556.51	-196595.71	195482.69
CYANSTpp	-554.79	100000.00	-556.51	-196595.71	195482.69
CPGNUtex	0.00	0.00	-8.68	-28.28	10.92
CPGNUtpp	0.00	0.00	-43.42	-63.02	-23.82
3HAD161	-237.53	141421.36	-237.53	-277442.99	276967.93
CPGNabcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
CPGNexs	0.00	173205.08	20.64	-339470.83	339551.89
CYANtex	0.00	0.00	0.00	-19.60	19.60
CYNTAH	-167.21	19.25	-163.77	-270.39	-96.93
CYNTt2pp	0.00	0.00	0.00	-19.60	19.60
CPGNtonex	0.00	0.00	-8.68	-28.28	10.92
CPPPGO	-1263.46	141421.36	-1251.42	-278506.16	275963.56
3HAD180	-237.53	141421.36	-237.53	-277442.99	276967.93
CYNTtex	0.00	0.00	0.00	-19.60	19.60
CYSDDS	169.65	141421.36	167.93	-277096.90	277353.22
CPPPGO2	-772.00	374165.74	-759.96	-734302.36	732623.34
CRNBTCT	0.00	200000.00	0.00	-392039.20	392039.20
CRNCAL2	-1092.36	223606.80	-1083.76	-439411.89	437244.36
CRNCAR	0.00	141421.36	-0.00	-277205.46	277205.46
CRNCBCT	0.00	200000.00	-0.00	-392039.20	392039.20
CYSDS	169.65	141421.36	167.93	-277096.90	277353.22
CYSDabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CYSDtex	0.00	0.00	0.00	-19.60	19.60
CYSS	-11.54	173205.08	-13.26	-339534.42	339507.90
CYSSADS	-300.70	141421.36	-295.54	-277530.69	276899.83
CYSTL	158.11	173205.08	156.39	-339404.55	339637.77
CRNCDH	-237.53	141421.36	-237.53	-277442.99	276967.93
CYSTRS	-1971.07	223606.80	-1969.35	-440297.47	436358.78
3HAD181	-237.53	141421.36	-237.53	-277442.99	276967.93
CYSabc2pp	-854.83	141421.36	-853.11	-278107.86	276361.86
CYSabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CYStex	0.00	0.00	0.00	-19.60	19.60
DALAt2pp	0.00	0.00	-8.68	-28.28	10.92
DALAtex	0.00	0.00	0.00	-19.60	19.60
CYStpp	0.00	0.00	0.00	-19.60	19.60
3HAD40	-237.53	141421.36	-237.53	-277442.99	276967.93
CYTBD2pp	-245.73	141421.36	-228.36	-277428.78	276991.94
DAMPtex	0.00	0.00	0.00	-19.60	19.60
DAPAL	78.69	141421.36	76.97	-277187.87	277262.25
DAPDC	-386.00	141421.36	-386.00	-277621.15	276809.37
DAPE	0.00	141421.36	0.00	-277205.46	277205.46
CYTBDpp	-245.73	141421.36	-228.36	-277428.78	276991.94
DAPabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CYTBO3_4pp	-245.73	141421.36	-210.99	-277411.41	277009.31
3HAD60	-237.53	141421.36	-237.53	-277442.99	276967.93
CYTD	158.11	141421.36	158.11	-277077.04	277353.48
CYTDH	237.53	173205.08	237.53	-339293.72	339729.00
DAPtex	0.00	0.00	0.00	-19.60	19.60
DASYN120	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN140	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN141	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN160	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN161	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN180	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DASYN181	-1971.07	173205.08	-1964.19	-341485.35	337556.97
CYTDK2	-0.00	200000.00	1.72	-392037.48	392040.92
CYTDt2pp_copy1	0.00	0.00	-8.68	-28.28	10.92
CYTDt2pp_copy2	0.00	0.00	-8.68	-28.28	10.92
CYTDtex	0.00	0.00	-0.00	-19.60	19.60
CYTK1	0.00	200000.00	1.72	-392037.48	392040.92
CYTK2	0.00	200000.00	1.72	-392037.48	392040.92
DAAD	118.89	141421.36	117.17	-277137.58	277332.14
DADA	158.11	141421.36	158.11	-277077.04	277353.48
DATPHs	158.11	141421.36	158.11	-277077.04	277353.48
DB4PS	-348.28	141421.36	-350.00	-277585.15	276845.37
DBTS	-706.36	200000.00	-706.36	-392765.17	391352.44
DADK	0.00	200000.00	1.72	-392037.48	392040.92
3HAD80	-237.53	141421.36	-237.53	-277442.99	276967.93
DADNt2pp	0.00	0.00	-8.68	-28.28	10.92
DADNtex	0.00	0.00	-0.00	-19.60	19.60
DAGK120	-0.00	200000.00	1.72	-392037.48	392040.92
DCAtex	0.00	0.00	0.00	-19.60	19.60
DCMPtex	0.00	0.00	0.00	-19.60	19.60
DAGK140	-0.00	200000.00	1.72	-392037.48	392040.92
DCTPD	158.11	141421.36	158.11	-277077.04	277353.48
DAGK141	-0.00	200000.00	1.72	-392037.48	392040.92
DCYTD	158.11	141421.36	158.11	-277077.04	277353.48
3HCINNMH	-271.99	141421.36	-268.55	-277483.52	276986.20
DCYTt2pp	0.00	0.00	-8.68	-28.28	10.92
DAGK160	-0.00	200000.00	1.72	-392037.48	392040.92
DAGK161	-0.00	200000.00	1.72	-392037.48	392040.92
DAGK180	-0.00	200000.00	1.72	-392037.48	392040.92
DCYTtex	0.00	0.00	-0.00	-19.60	19.60
3HPPPNH	-271.99	141421.36	-268.55	-277483.52	276986.20
DDCAtexi	0.00	0.00	0.00	-19.60	19.60
DDGALK	-0.00	200000.00	-1.72	-392040.92	392037.48
DDGLCNt2rpp	0.00	0.00	0.00	-19.60	19.60
DAGK181	-0.00	200000.00	1.72	-392037.48	392040.92
EX_ade_e	NaN	NaN	NaN	NaN	NaN
DDGLCNtex	0.00	0.00	-0.00	-19.60	19.60
3KGK	-0.00	200000.00	-1.72	-392040.92	392037.48
DDGLK	-0.00	200000.00	-1.72	-392040.92	392037.48
DDPA	-854.83	173205.08	-854.83	-340375.99	338666.33
DKGLCNR1	-21.22	141421.36	-14.34	-277239.40	277210.72
DKGLCNR2x	-18.06	141421.36	-14.62	-277239.68	277210.44
DKGLCNR2y	-21.22	141421.36	-14.34	-277239.40	277210.72
DDPGALA	0.00	173205.08	3.44	-339527.81	339494.91
DKMPPD	-1219.51	141421.36	-1222.95	-278477.70	275992.02
3NTD2pp	-854.83	141421.36	-854.83	-278089.98	276340.54
DKMPPD3	-691.94	141421.36	-702.26	-278006.30	276522.23
DGK1	0.00	200000.00	1.72	-392037.48	392040.92
DGMPtex	0.00	0.00	0.00	-19.60	19.60
DGSNt2pp	0.00	0.00	-8.68	-28.28	10.92
DMATT	-1971.07	173205.08	-1971.07	-341492.23	337550.09
3NTD4pp	-854.83	141421.36	-854.83	-278089.98	276340.54
DMPPS	-255.59	141421.36	-252.15	-277477.21	276972.91
DMQMT	-0.00	200000.00	-0.00	-392039.20	392039.20
DMSOR1	-268.39	141421.36	-268.39	-277493.45	276956.67
DGSNtex	0.00	0.00	-0.00	-19.60	19.60
DHAD1	-237.53	141421.36	-237.53	-277442.99	276967.93
DHAD2	-237.53	141421.36	-237.53	-277442.99	276967.93
3NTD7pp	-854.83	141421.36	-854.83	-278089.98	276340.54
DHAPT	0.00	200000.00	3.44	-392035.76	392042.64
DHAtex	0.00	0.00	0.00	-19.60	19.60
DMSOR1pp	-268.39	141421.36	-268.39	-277493.45	276956.67
DMSOR2	-268.39	141421.36	-268.39	-277493.45	276956.67
DMSOR2pp	-268.39	141421.36	-268.39	-277493.45	276956.67
DMSOtex	0.00	0.00	0.00	-19.60	19.60
DMStex	0.00	0.00	0.00	-19.60	19.60
DM_4hba_c	NaN	NaN	NaN	NaN	NaN
DHAtpp	0.00	0.00	-0.00	-19.60	19.60
DHBD	18.06	141421.36	14.62	-277210.44	277239.68
DHBS	-1971.07	173205.08	-1964.19	-341485.35	337556.97
DHBSH	237.53	173205.08	237.53	-339293.72	339729.00
DHCIND	18.06	141421.36	14.62	-277210.44	277239.68
DHCINDO	-16.40	141421.36	-19.84	-277215.21	277215.31
DHDPRy	-21.22	141421.36	-14.34	-277239.40	277210.72
DM_5drib_c	NaN	NaN	NaN	NaN	NaN
3NTD9pp	-854.83	141421.36	-854.83	-278089.98	276340.54
DM_aacald_c	NaN	NaN	NaN	NaN	NaN
DM_hmfurn_c	NaN	NaN	NaN	NaN	NaN
DM_oxam_c	NaN	NaN	NaN	NaN	NaN
DNMPPA	-854.83	141421.36	-854.83	-278089.98	276340.54
DHDPS	-475.06	173205.08	-478.50	-339969.97	339052.75
DHFR	-21.22	141421.36	-14.34	-277239.40	277210.72
DHFS	-1092.36	223606.80	-1092.36	-439420.49	437235.76
DHNAOT4	-2357.07	173205.08	-2355.35	-341906.19	337155.73
DHNPA2r	0.00	173205.08	-0.00	-339531.25	339491.47
DHORD2	0.00	200000.00	-0.00	-392039.20	392039.20
DNTPPA	-1733.54	141421.36	-1731.82	-278966.97	275463.55
DOGULNR	-18.06	141421.36	-14.62	-277239.68	277210.44
DOPAtex	0.00	0.00	-0.00	-19.60	19.60
DHORD5	0.00	200000.00	-0.00	-392039.20	392039.20
DHORTS	237.53	141421.36	234.09	-276971.37	277439.55
3OAR100	-21.22	141421.36	-14.34	-277239.40	277210.72
DHPPD	18.06	141421.36	14.62	-277210.44	277239.68
DHPPDA2	158.11	141421.36	158.11	-277077.04	277353.48
DHPS2	-1971.07	173205.08	-1971.07	-341492.23	337550.09
DPCOAK	-0.00	200000.00	-5.16	-392044.36	392034.04
DPR	-21.22	141421.36	-14.34	-277239.40	277210.72
DRPA	0.00	173205.08	-0.00	-339531.25	339491.47
DSBAO1	0.00	200000.00	-0.00	-392039.20	392039.20
DSBAO2	0.00	200000.00	0.00	-392039.20	392039.20
DSBCGT	0.00	264575.13	-1.72	-518598.09	518634.43
DSBDR	-57.12	141421.36	-57.12	-277282.18	277167.94
DSBGGT	0.00	264575.13	-1.72	-518598.09	518634.43
DSERDHr	21.22	141421.36	14.34	-277210.72	277239.40
DSERt2pp	0.00	0.00	-8.68	-28.28	10.92
DHPTDCs	-237.53	141421.36	-237.53	-277442.99	276967.93
DHPTPE	0.00	141421.36	0.00	-277205.46	277205.46
DHQS	-1092.36	141421.36	-1088.92	-278324.07	276106.45
DHQTi	-237.53	141421.36	-237.53	-277442.99	276967.93
DIMPtex	0.00	0.00	0.00	-19.60	19.60
DINSt2pp	0.00	0.00	-8.68	-28.28	10.92
DSERtex	0.00	0.00	0.00	-19.60	19.60
DTMPK	0.00	200000.00	1.72	-392037.48	392040.92
DTMPtex	0.00	0.00	-0.00	-19.60	19.60
DINStex	0.00	0.00	0.00	-19.60	19.60
3OAR120	-21.22	141421.36	-14.34	-277239.40	277210.72
DUMPtex	0.00	0.00	0.00	-19.60	19.60
DURIK1	-0.00	200000.00	1.72	-392037.48	392040.92
DURIPP	1092.36	173205.08	1092.36	-338428.80	340613.52
EAR40x	-18.06	141421.36	-14.62	-277239.68	277210.44
3OAR121	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR40y	-21.22	141421.36	-14.34	-277239.40	277210.72
DURIt2pp	0.00	0.00	-8.68	-28.28	10.92
DURItex	0.00	0.00	0.00	-19.60	19.60
DUTPDP	-1733.54	141421.36	-1731.82	-278966.97	275463.55
EAR60x	-18.06	141421.36	-14.62	-277239.68	277210.44
DXPRIi	-21.22	141421.36	-14.34	-277239.40	277210.72
3OAR140	-21.22	141421.36	-14.34	-277239.40	277210.72
DXPS	-386.00	173205.08	-384.28	-339905.44	339136.88
EAR60y	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR80x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR80y	-21.22	141421.36	-14.34	-277239.40	277210.72
ECA4COLIPAtex	0.00	0.00	0.00	-19.60	19.60
DXYLK	-0.00	200000.00	1.72	-392037.48	392040.92
D_LACt2pp	0.00	0.00	0.00	-19.60	19.60
D_LACtex	0.00	0.00	-0.00	-19.60	19.60
E4PD	255.59	141421.36	246.99	-276978.08	277472.05
ECA4OALpp	-0.00	200000.00	-67.09	-392106.29	391972.11
ECAP1pp	-0.00	244948.97	-6.88	-480146.07	480132.31
EAR100x	-18.06	141421.36	-14.62	-277239.68	277210.44
3OAR141	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR100y	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR120x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR120y	-21.22	141421.36	-14.34	-277239.40	277210.72
ECAP2pp	-0.00	200000.00	-8.60	-392047.80	392030.60
ECAP3pp	-0.00	200000.00	-10.32	-392049.52	392028.88
ECAtpp	0.00	0.00	-26.05	-45.65	-6.45
ECOAH1	-237.53	141421.36	-237.53	-277442.99	276967.93
ECOAH2	-237.53	141421.36	-237.53	-277442.99	276967.93
EAR121x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR121y	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR140x	-18.06	141421.36	-14.62	-277239.68	277210.44
ECOAH3	-237.53	141421.36	-237.53	-277442.99	276967.93
3OAR160	-21.22	141421.36	-14.34	-277239.40	277210.72
ECOAH4	-237.53	141421.36	-237.53	-277442.99	276967.93
ECOAH5	-237.53	141421.36	-237.53	-277442.99	276967.93
ECOAH6	-237.53	141421.36	-237.53	-277442.99	276967.93
EAR140y	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR141x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR141y	-21.22	141421.36	-14.34	-277239.40	277210.72
ECOAH7	-237.53	141421.36	-237.53	-277442.99	276967.93
ECOAH8	-237.53	141421.36	-237.53	-277442.99	276967.93
EAR160x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR160y	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR161x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR161y	-21.22	141421.36	-14.34	-277239.40	277210.72
EDA	0.00	173205.08	3.44	-339527.81	339494.91
EDD	-237.53	141421.36	-237.53	-277442.99	276967.93
EDTXS1	0.00	200000.00	-0.00	-392039.20	392039.20
EDTXS2	0.00	200000.00	-0.00	-392039.20	392039.20
EDTXS3	0.00	200000.00	-0.00	-392039.20	392039.20
EAR180x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR180y	-21.22	141421.36	-14.34	-277239.40	277210.72
3OAR161	-21.22	141421.36	-14.34	-277239.40	277210.72
EAR181x	-18.06	141421.36	-14.62	-277239.68	277210.44
EAR181y	-21.22	141421.36	-14.34	-277239.40	277210.72
EDTXS4	0.00	200000.00	0.00	-392039.20	392039.20
ENLIPAtex	0.00	0.00	0.00	-19.60	19.60
ENO	-237.53	141421.36	-237.53	-277442.99	276967.93
EX_feoxam_un_e	NaN	NaN	NaN	NaN	NaN
ENTCS	-0.00	741619.85	-25.81	-1453748.01	1453656.62
ENTERES	712.59	316227.77	707.42	-619177.98	620513.27
ENTERES2	712.59	331662.48	707.42	-649459.70	650755.22
EX_adn_e	NaN	NaN	NaN	NaN	NaN
EX_adocbl_e	NaN	NaN	NaN	NaN	NaN
EX_ag_e	NaN	NaN	NaN	NaN	NaN
ETHAAL	-79.42	141421.36	-79.42	-277314.57	277115.95
EX_agm_e	NaN	NaN	NaN	NaN	NaN
ETHAt2pp	0.00	0.00	-17.37	-36.97	2.23
EX_for_e	NaN	NaN	NaN	NaN	NaN
ETHAtex	0.00	0.00	0.00	-19.60	19.60
ETHSO3abcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
EX_akg_e	NaN	NaN	NaN	NaN	NaN
EX_ala_B_e	NaN	NaN	NaN	NaN	NaN
EX_ala__D_e	NaN	NaN	NaN	NaN	NaN
EX_ala__L_e	NaN	NaN	NaN	NaN	NaN
ETHSO3tex	0.00	0.00	-0.00	-19.60	19.60
ETOHt2rpp	0.00	0.00	-8.68	-28.28	10.92
ETOHtex	0.00	0.00	0.00	-19.60	19.60
EX_alaala_e	NaN	NaN	NaN	NaN	NaN
EX_all__D_e	NaN	NaN	NaN	NaN	NaN
EX_alltn_e	NaN	NaN	NaN	NaN	NaN
EX_12ppd__R_e	NaN	NaN	NaN	NaN	NaN
EX_amp_e	NaN	NaN	NaN	NaN	NaN
EX_fru_e	NaN	NaN	NaN	NaN	NaN
EX_anhgm_e	NaN	NaN	NaN	NaN	NaN
EX_arab__L_e	NaN	NaN	NaN	NaN	NaN
EX_arbtn_e	NaN	NaN	NaN	NaN	NaN
EX_12ppd__S_e	NaN	NaN	NaN	NaN	NaN
EX_14glucan_e	NaN	NaN	NaN	NaN	NaN
EX_15dap_e	NaN	NaN	NaN	NaN	NaN
EX_23camp_e	NaN	NaN	NaN	NaN	NaN
EX_arbtn_fe3_e	NaN	NaN	NaN	NaN	NaN
EX_23ccmp_e	NaN	NaN	NaN	NaN	NaN
EX_arg__L_e	NaN	NaN	NaN	NaN	NaN
EX_frulys_e	NaN	NaN	NaN	NaN	NaN
EX_ascb__L_e	NaN	NaN	NaN	NaN	NaN
EX_asn__L_e	NaN	NaN	NaN	NaN	NaN
EX_23cgmp_e	NaN	NaN	NaN	NaN	NaN
EX_23cump_e	NaN	NaN	NaN	NaN	NaN
EX_aso3_e	NaN	NaN	NaN	NaN	NaN
EX_fruur_e	NaN	NaN	NaN	NaN	NaN
EX_asp__L_e	NaN	NaN	NaN	NaN	NaN
EX_23dappa_e	NaN	NaN	NaN	NaN	NaN
EX_26dap__M_e	NaN	NaN	NaN	NaN	NaN
EX_but_e	NaN	NaN	NaN	NaN	NaN
EX_butso3_e	NaN	NaN	NaN	NaN	NaN
EX_2ddglcn_e	NaN	NaN	NaN	NaN	NaN
EX_fuc__L_e	NaN	NaN	NaN	NaN	NaN
EX_34dhpac_e	NaN	NaN	NaN	NaN	NaN
EX_3amp_e	NaN	NaN	NaN	NaN	NaN
EX_3cmp_e	NaN	NaN	NaN	NaN	NaN
EX_ca2_e	NaN	NaN	NaN	NaN	NaN
EX_cbi_e	NaN	NaN	NaN	NaN	NaN
EX_cbl1_e	NaN	NaN	NaN	NaN	NaN
EX_cd2_e	NaN	NaN	NaN	NaN	NaN
EX_cgly_e	NaN	NaN	NaN	NaN	NaN
EX_3gmp_e	NaN	NaN	NaN	NaN	NaN
EX_3hcinnm_e	NaN	NaN	NaN	NaN	NaN
EX_3hpppn_e	NaN	NaN	NaN	NaN	NaN
EX_3ump_e	NaN	NaN	NaN	NaN	NaN
EX_chol_e	NaN	NaN	NaN	NaN	NaN
EX_cit_e	NaN	NaN	NaN	NaN	NaN
EX_cl_e	NaN	NaN	NaN	NaN	NaN
EX_4abut_e	NaN	NaN	NaN	NaN	NaN
EX_4hoxpacd_e	NaN	NaN	NaN	NaN	NaN
EX_fum_e	NaN	NaN	NaN	NaN	NaN
EX_5dglcn_e	NaN	NaN	NaN	NaN	NaN
EX_LalaDgluMdapDala_e	NaN	NaN	NaN	NaN	NaN
EX_cmp_e	NaN	NaN	NaN	NaN	NaN
EX_co2_e	NaN	NaN	NaN	NaN	NaN
EX_cobalt2_e	NaN	NaN	NaN	NaN	NaN
EX_LalaDgluMdap_e	NaN	NaN	NaN	NaN	NaN
EX_g1p_e	NaN	NaN	NaN	NaN	NaN
EX_ac_e	NaN	NaN	NaN	NaN	NaN
EX_acac_e	NaN	NaN	NaN	NaN	NaN
EX_acald_e	NaN	NaN	NaN	NaN	NaN
EX_colipa_e	NaN	NaN	NaN	NaN	NaN
EX_cpgn_e	NaN	NaN	NaN	NaN	NaN
EX_cpgn_un_e	NaN	NaN	NaN	NaN	NaN
EX_crn_e	NaN	NaN	NaN	NaN	NaN
EX_acgal1p_e	NaN	NaN	NaN	NaN	NaN
EX_acgal_e	NaN	NaN	NaN	NaN	NaN
EX_csn_e	NaN	NaN	NaN	NaN	NaN
EX_acgam1p_e	NaN	NaN	NaN	NaN	NaN
EX_g3pc_e	NaN	NaN	NaN	NaN	NaN
EX_acgam_e	NaN	NaN	NaN	NaN	NaN
EX_acmana_e	NaN	NaN	NaN	NaN	NaN
EX_cu2_e	NaN	NaN	NaN	NaN	NaN
EX_cu_e	NaN	NaN	NaN	NaN	NaN
EX_cyan_e	NaN	NaN	NaN	NaN	NaN
EX_acmum_e	NaN	NaN	NaN	NaN	NaN
EX_acnam_e	NaN	NaN	NaN	NaN	NaN
EX_acolipa_e	NaN	NaN	NaN	NaN	NaN
EX_cynt_e	NaN	NaN	NaN	NaN	NaN
EX_cys__D_e	NaN	NaN	NaN	NaN	NaN
EX_cys__L_e	NaN	NaN	NaN	NaN	NaN
EX_g3pe_e	NaN	NaN	NaN	NaN	NaN
EX_cytd_e	NaN	NaN	NaN	NaN	NaN
EX_dad_2_e	NaN	NaN	NaN	NaN	NaN
EX_damp_e	NaN	NaN	NaN	NaN	NaN
EX_malthx_e	NaN	NaN	NaN	NaN	NaN
EX_g3pg_e	NaN	NaN	NaN	NaN	NaN
EX_maltpt_e	NaN	NaN	NaN	NaN	NaN
EX_malttr_e	NaN	NaN	NaN	NaN	NaN
EX_dca_e	NaN	NaN	NaN	NaN	NaN
EX_dcmp_e	NaN	NaN	NaN	NaN	NaN
EX_dcyt_e	NaN	NaN	NaN	NaN	NaN
EX_maltttr_e	NaN	NaN	NaN	NaN	NaN
EX_ddca_e	NaN	NaN	NaN	NaN	NaN
EX_man6p_e	NaN	NaN	NaN	NaN	NaN
EX_g3pi_e	NaN	NaN	NaN	NaN	NaN
EX_man_e	NaN	NaN	NaN	NaN	NaN
EX_manglyc_e	NaN	NaN	NaN	NaN	NaN
EX_dgmp_e	NaN	NaN	NaN	NaN	NaN
EX_dgsn_e	NaN	NaN	NaN	NaN	NaN
EX_melib_e	NaN	NaN	NaN	NaN	NaN
EX_g3ps_e	NaN	NaN	NaN	NaN	NaN
EX_met__D_e	NaN	NaN	NaN	NaN	NaN
EX_dha_e	NaN	NaN	NaN	NaN	NaN
EX_dimp_e	NaN	NaN	NaN	NaN	NaN
EX_met__L_e	NaN	NaN	NaN	NaN	NaN
EX_din_e	NaN	NaN	NaN	NaN	NaN
EX_metsox_R__L_e	NaN	NaN	NaN	NaN	NaN
EX_g6p_e	NaN	NaN	NaN	NaN	NaN
EX_metsox_S__L_e	NaN	NaN	NaN	NaN	NaN
EX_mg2_e	NaN	NaN	NaN	NaN	NaN
EX_dms_e	NaN	NaN	NaN	NaN	NaN
EX_dmso_e	NaN	NaN	NaN	NaN	NaN
EX_dopa_e	NaN	NaN	NaN	NaN	NaN
EX_dtmp_e	NaN	NaN	NaN	NaN	NaN
EX_dump_e	NaN	NaN	NaN	NaN	NaN
EX_duri_e	NaN	NaN	NaN	NaN	NaN
EX_eca4colipa_e	NaN	NaN	NaN	NaN	NaN
EX_enlipa_e	NaN	NaN	NaN	NaN	NaN
EX_minohp_e	NaN	NaN	NaN	NaN	NaN
EX_mmet_e	NaN	NaN	NaN	NaN	NaN
EX_mn2_e	NaN	NaN	NaN	NaN	NaN
EX_mnl_e	NaN	NaN	NaN	NaN	NaN
EX_mobd_e	NaN	NaN	NaN	NaN	NaN
EX_mso3_e	NaN	NaN	NaN	NaN	NaN
EX_enter_e	NaN	NaN	NaN	NaN	NaN
EX_etha_e	NaN	NaN	NaN	NaN	NaN
EX_n2o_e	NaN	NaN	NaN	NaN	NaN
EX_na1_e	NaN	NaN	NaN	NaN	NaN
EX_ethso3_e	NaN	NaN	NaN	NaN	NaN
EX_gal1p_e	NaN	NaN	NaN	NaN	NaN
EX_etoh_e	NaN	NaN	NaN	NaN	NaN
EX_f6p_e	NaN	NaN	NaN	NaN	NaN
EX_fald_e	NaN	NaN	NaN	NaN	NaN
EX_nac_e	NaN	NaN	NaN	NaN	NaN
EX_nh4_e	NaN	NaN	NaN	NaN	NaN
EX_ni2_e	NaN	NaN	NaN	NaN	NaN
EX_nmn_e	NaN	NaN	NaN	NaN	NaN
EX_fe2_e	NaN	NaN	NaN	NaN	NaN
EX_no2_e	NaN	NaN	NaN	NaN	NaN
EX_fe3_e	NaN	NaN	NaN	NaN	NaN
EX_no3_e	NaN	NaN	NaN	NaN	NaN
EX_gal_e	NaN	NaN	NaN	NaN	NaN
EX_no_e	NaN	NaN	NaN	NaN	NaN
EX_o16a4colipa_e	NaN	NaN	NaN	NaN	NaN
EX_fe3dcit_e	NaN	NaN	NaN	NaN	NaN
EX_fe3dhbzs_e	NaN	NaN	NaN	NaN	NaN
EX_fe3hox_e	NaN	NaN	NaN	NaN	NaN
EX_fe3hox_un_e	NaN	NaN	NaN	NaN	NaN
EX_o2_e	NaN	NaN	NaN	NaN	NaN
EX_fecrm_e	NaN	NaN	NaN	NaN	NaN
EX_o2s_e	NaN	NaN	NaN	NaN	NaN
EX_ocdca_e	NaN	NaN	NaN	NaN	NaN
EX_ocdcea_e	NaN	NaN	NaN	NaN	NaN
EX_octa_e	NaN	NaN	NaN	NaN	NaN
EX_fecrm_un_e	NaN	NaN	NaN	NaN	NaN
EX_feenter_e	NaN	NaN	NaN	NaN	NaN
EX_feoxam_e	NaN	NaN	NaN	NaN	NaN
EX_orn_e	NaN	NaN	NaN	NaN	NaN
EX_gal_bD_e	NaN	NaN	NaN	NaN	NaN
EX_orot_e	NaN	NaN	NaN	NaN	NaN
EX_pacald_e	NaN	NaN	NaN	NaN	NaN
EX_peamn_e	NaN	NaN	NaN	NaN	NaN
EX_phe__L_e	NaN	NaN	NaN	NaN	NaN
EX_tungs_e	NaN	NaN	NaN	NaN	NaN
EX_galct__D_e	NaN	NaN	NaN	NaN	NaN
EX_tym_e	NaN	NaN	NaN	NaN	NaN
EX_pheme_e	NaN	NaN	NaN	NaN	NaN
EX_pi_e	NaN	NaN	NaN	NaN	NaN
EX_tyr__L_e	NaN	NaN	NaN	NaN	NaN
EX_galctn__D_e	NaN	NaN	NaN	NaN	NaN
EX_tyrp_e	NaN	NaN	NaN	NaN	NaN
EX_pnto__R_e	NaN	NaN	NaN	NaN	NaN
