Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
NDPK10	23.10	5.42	23.10	-22.56	41.91
NDPK10n	23.10	5.42	23.10	-12.53	58.73
NDPK1m	23.10	5.50	23.10	-0.02	44.04
NDPK1n	23.10	5.50	23.10	-12.53	58.73
NDPK2n	23.10	6.19	23.08	-12.55	58.71
NDPK3m	23.10	5.39	23.05	-0.08	43.99
NDPK3n	23.10	5.39	23.07	-12.56	58.70
NDPK4m	23.10	7.17	23.10	-0.03	44.04
NDPK4n	23.10	7.17	23.10	-12.53	58.73
NDPK5m	23.10	6.17	23.05	-0.08	43.99
NDPK5n	23.10	6.17	23.07	-12.55	58.70
NDPK6m	23.10	6.94	23.10	-0.03	44.04
NDPK6n	23.10	6.94	23.10	-12.53	58.73
NDPK7m	23.10	6.04	23.10	-0.03	44.04
NDPK7n	23.10	6.04	23.10	-12.53	58.73
NDPK8m	-0.00	5.55	-0.00	-23.13	20.94
NDPK8n	-0.00	5.55	-0.00	-35.63	35.63
NDPK9n	23.10	4.88	23.10	-12.53	58.73
NH4t3r	0.00	0.00	-0.06	-11.66	6.80
NH4tn	0.00	0.00	0.00	-11.60	6.86
NH4tp	0.00	0.00	1.22	-10.38	8.08
NICRNS	181.39	7.05	136.88	91.22	155.70
NICRNTtn	0.00	0.00	0.00	-17.81	17.81
NIFEDIPINEte	0.00	0.00	-0.00	-17.81	17.81
NKCC2t	0.00	0.00	-0.05	-79.30	42.87
NKCCt	0.00	0.00	-0.22	-90.42	48.92
NMNATm	637.64	5.56	641.57	614.19	661.92
NMNATn	637.64	5.56	639.05	603.43	674.68
NMNATr	637.64	5.56	639.05	625.13	654.79
NMNS	-201.24	5.68	-198.52	-220.36	-163.60
NMNtn	0.00	0.00	0.00	-17.81	17.81
NNATn	-42.27	6.85	-40.89	-76.52	-5.27
NNMT	-10.81	7.40	-8.96	-44.59	26.67
NORANMT	55.68	8.94	54.96	19.33	90.59
NOS1	-255.36	15.32	-255.00	-282.16	-197.01
NOS2	-367.33	15.38	-368.44	-425.29	-322.33
NOt	0.00	0.00	0.00	-17.81	17.81
NP1	-182.92	5.51	-139.58	-163.33	-105.14
NPTHLte	0.00	0.00	-0.00	-17.81	17.81
NRPPHRSFt	0.00	0.00	-0.04	-17.85	17.78
NRPPHRSULT	-178.14	8.41	-178.84	-214.47	-143.22
NRPPHRt4_2_r	0.00	0.00	-8.84	-100.18	0.37
NRPPHRtu	0.00	0.00	-2.84	-20.65	14.98
NRPPHRVESSEC	17.80	4.53	18.74	-44.73	24.49
NRVNCCOAtx	0.00	0.00	-4.99	-22.81	12.82
NS26T2g	-41.96	6.51	-1811.95	-1847.58	-1776.33
NS26Tg	546.72	6.86	543.74	508.11	579.36
NTD12	32.90	3.41	32.03	-3.60	36.77
NTD1m	32.90	5.33	32.07	-15.44	38.00
NTD2e	32.90	4.41	31.76	-15.74	37.70
NTD2l	32.90	4.41	28.93	-18.57	34.87
NTD4e	32.90	3.40	32.33	-15.17	38.27
NTD4l	32.90	3.40	30.38	-17.12	36.31
NTD5l	32.90	5.64	28.98	-18.52	34.92
NTD5m	32.90	5.64	32.10	-15.40	38.04
NTD7e	-13.65	2.95	-14.26	-61.76	-8.32
NTD7l	-13.65	2.95	-17.44	-64.94	-11.51
NTD9e	32.90	3.54	32.32	-15.18	38.26
NTD9l	32.90	3.54	30.67	-16.83	36.61
NTP3e	-5.30	3.82	-6.82	-54.33	-0.89
NTPP10	-663.51	3.72	-664.16	-697.87	-658.93
NTPP9	-663.51	2.98	-664.16	-697.87	-658.93
O16G1e	-677.96	4.93	-677.97	-725.47	-672.03
O16G2e	-233.28	9.45	-233.28	-280.78	-227.34
O2St	0.00	4.75	-2.89	-20.71	14.92
O2Stm	0.00	4.75	14.96	-2.86	32.77
O2Stn	0.00	4.75	0.00	-17.81	17.81
O2Stx	0.00	4.75	-1.19	-19.00	16.63
O2ter	0.00	0.00	0.00	-17.81	17.81
O2tm	0.00	0.00	0.00	-17.81	17.81
O2tn	0.00	0.00	0.00	-17.81	17.81
O2tp	0.00	0.00	0.00	-17.81	17.81
OAGD3te	0.00	0.00	0.23	-17.59	18.04
OAGD3tg	0.00	0.00	-26.49	-44.30	-8.68
OAGT3te	0.00	4.75	-8.68	-26.50	9.13
OAGT3tg	0.00	4.75	-0.00	-17.82	17.81
OCBTm	68.46	11.52	72.18	36.55	107.81
OCCOAtm	0.00	0.00	60.18	42.37	77.99
OCCOAtx	0.00	0.00	-4.99	-22.81	12.82
OCDCAtr	0.00	0.00	2.89	-14.92	20.70
OCDCEAtr	0.00	0.00	2.89	-14.92	20.70
OCOAT1m	35.58	12.16	35.56	-0.06	71.19
OCTAt	0.00	0.00	2.89	-14.93	20.70
ODECOAtx	0.00	0.00	-4.99	-22.81	12.82
OIVD1m	39.76	13.92	39.82	-22.32	63.57
OIVD2m	3.05	13.04	3.12	-59.03	26.87
OIVD3m	14.10	13.26	14.17	-47.98	37.92
OMEPRAZOLEte	0.00	0.00	0.02	-17.80	17.83
ONPTHLte	0.00	0.00	-0.00	-17.81	17.81
OPAHir	79.77	7.62	77.93	14.45	83.67
ORETNF	-234.10	23.71	-408.07	-431.82	-342.75
ORETNF2	-234.10	22.87	-408.07	-431.82	-342.75
ORETNtn	0.00	0.00	0.00	-17.81	17.81
ORETNtn2	0.00	0.00	0.00	-17.81	17.81
ORNt3m	0.00	0.00	0.14	-17.68	17.95
ORNt4m	0.00	0.00	-0.08	-35.70	35.55
ORNTArm	84.24	10.14	83.94	48.31	119.56
ORNtiDF	0.00	0.00	-2.88	-20.69	14.93
ORPT	135.38	6.41	137.18	102.26	159.02
OXAHCOtex	0.00	0.00	0.12	-53.32	53.56
OXAtp	0.00	0.00	2.38	-15.44	20.19
P45011A1m	-776.64	23.97	-775.96	-827.16	-685.85
P45011B11m	-424.57	21.63	-423.89	-457.28	-351.59
P45011B12m	-416.13	22.58	-415.46	-448.84	-343.16
P45011B21m	-727.87	23.00	-727.20	-748.71	-625.21
P45017A1r	-391.53	20.15	-391.17	-414.92	-325.85
P45017A2r	-277.13	19.11	-276.76	-336.14	-238.17
P45017A3r	-404.24	22.40	-403.87	-427.62	-338.56
P45017A4r	-262.20	21.38	-261.84	-321.22	-223.24
P45019A1r	-862.65	18.83	-863.03	-904.60	-779.90
P45019A2r	-864.53	19.87	-864.91	-906.48	-781.79
P4501B1r	-377.92	15.83	-377.57	-401.32	-312.25
P45021A1r	-400.91	22.17	-400.55	-424.30	-335.23
P45021A2r	-412.44	22.48	-412.08	-435.83	-346.76
P45027A11m	-380.53	23.98	-379.85	-413.24	-307.55
P45027A12m	49.40	24.14	48.72	6.11	93.99
P45027A13m	-503.58	24.28	-503.64	-537.03	-431.34
P45027A14m	-380.53	24.43	-379.85	-413.24	-307.55
P45027A15m	-467.28	24.89	-466.60	-499.99	-394.31
P45027A16m	-520.85	24.79	-520.91	-554.30	-448.61
P45027A1m	-401.37	25.12	-400.69	-434.08	-328.39
P4502A6	-400.13	9.89	-400.65	-427.81	-342.66
P4502C18	-173.12	9.85	-174.35	-237.13	-143.08
P4502C19	-401.96	11.13	-401.59	-428.75	-343.60
P4502C8	-398.98	20.09	-398.63	-425.79	-340.64
P4502C9	-380.47	11.89	-380.11	-407.27	-322.13
P4502C92	-388.25	11.54	-387.88	-415.04	-329.90
P4502C93	-357.71	12.35	-357.34	-384.51	-299.36
P4502C94	-407.52	10.91	-407.16	-434.32	-349.17
P4502D6	-353.52	10.48	-353.16	-380.32	-295.17
P4502E1	-367.63	9.90	-366.74	-393.90	-308.75
P4502F1	-528.14	9.96	-527.77	-554.93	-469.79
P45039A1r	-425.15	23.08	-424.78	-448.53	-359.47
P4503A4	-266.54	9.06	-266.18	-293.34	-208.19
P4503A43r	-380.03	22.34	-379.67	-403.42	-314.35
P4503A5	-409.29	11.67	-408.92	-436.08	-350.94
P4503A7r	-408.24	21.29	-407.88	-431.63	-342.56
P45046A1r	-426.12	24.46	-425.76	-449.51	-360.44
P4504B1r	-435.59	13.28	-435.23	-458.98	-369.91
P4504F121r	-251.51	23.00	-251.15	-274.90	-185.83
P4504F122r	-266.12	19.00	-265.76	-289.51	-200.44
P4504F123r	-357.71	17.33	-357.34	-381.10	-292.03
P4504F81r	-433.38	15.07	-433.01	-456.77	-367.70
P4507A1r	-425.15	23.70	-424.78	-448.53	-359.47
P4507B11r	-407.12	24.23	-406.76	-430.51	-341.44
P4507B12r	-404.31	24.60	-403.95	-427.70	-338.63
P4508B11r	-409.62	24.05	-409.25	-433.00	-343.94
P4508B13r	-478.93	23.24	-478.55	-502.30	-413.24
P450LTB4r	-684.43	22.17	-684.81	-702.63	-604.65
P450SCC1m	-398.71	24.19	-398.03	-431.42	-325.74
P5CDm	155.66	11.11	154.88	108.12	174.73
P5CRm	-52.45	14.03	-51.00	-96.26	-8.39
P5CRxm	-121.76	12.59	-120.31	-140.16	-73.55
PA_HSter	0.00	4.75	0.00	-17.81	17.81
PA_HStg	0.00	4.75	-0.00	-17.81	17.81
PA_HStn	0.00	4.75	0.00	-17.81	17.81
PACCOAL	-6.00	12.76	-6.02	-44.24	25.94
PAFH	-129.97	5.29	-130.71	-178.22	-124.78
PAFHe	-129.97	5.29	-130.71	-178.21	-124.77
PAFS	136.75	12.06	136.70	103.83	160.85
PAIL_HStn	0.00	4.75	0.00	-17.81	17.81
PAIL45P_HStn	0.00	4.75	0.00	-17.81	17.81
PAIL4P_HStn	0.00	4.75	0.00	-17.81	17.81
PAN4PP	-440.97	9.50	-439.12	-474.75	-434.37
PAPStg	0.00	0.00	-2.11	-19.92	15.71
PAPtg	0.00	0.00	2.11	-15.71	19.92
PCFLOPm	17.80	6.57	15.91	-47.57	21.65
PCHOL_HSter	0.00	4.75	0.00	-17.81	17.81
PCHOL_HStg	0.00	4.75	-0.00	-17.81	17.81
PCHOLP_hs	98.40	5.72	93.96	46.46	99.90
PCHOLPg_hs	98.40	5.72	93.96	46.46	99.90
PCHOLPm_hs	98.40	5.72	93.96	46.46	99.90
PCHOLPr_hs	98.40	5.72	93.96	46.46	99.90
PCLAD	-88.64	5.90	-131.76	-179.27	-125.83
PCm	39.56	5.07	38.64	-2.30	77.39
PCREATtmdiffir	0.00	0.00	-29.97	-47.78	-12.16
PCRNtc	0.00	0.00	0.00	-17.81	17.81
PCRNtm	0.00	0.00	0.00	-17.81	17.82
PCt	17.80	6.57	15.91	-47.57	21.65
PDE1	-1.88	4.03	-2.89	-32.58	9.45
PDE1g	-1.88	4.03	-4.13	-21.94	13.69
PDE4	-634.90	3.64	-635.96	-653.78	-618.15
PDE4g	-634.90	3.64	-637.61	-655.42	-619.79
PDE4n	-634.90	3.64	-635.96	-653.78	-618.15
PDHm	25.44	12.77	25.54	-36.61	49.29
PDX5PO	-124.69	6.07	-124.98	-160.60	-89.35
PDXPP	1.28	3.52	0.96	-34.67	5.70
PE_HSter	0.00	4.75	0.00	-17.81	17.81
PE_HStm	0.00	4.75	0.00	-17.81	17.81
PEAMNO	-14.65	6.64	-14.73	-69.09	2.81
PEFLIP	17.80	6.57	15.91	-47.57	21.65
PEFLIPm	17.80	6.57	15.91	-47.57	21.65
PEPCK	-10.86	4.88	-11.03	-76.34	12.72
PEPCKm	-10.86	4.88	-10.89	-76.20	12.86
PERILLYLte	0.00	0.00	-0.00	-17.81	17.81
PEROXx	90.13	43.05	4.55	-155.77	164.87
PEt	0.00	4.75	-0.00	-17.81	17.81
PETHCT	602.01	4.46	603.56	581.73	638.48
PETOHMm_hs	95.64	19.64	93.51	22.25	164.76
PETOHMr_hs	95.64	19.64	93.43	22.18	164.68
PFK26	60.01	4.35	59.13	13.47	77.94
PGCD	132.38	6.02	132.21	97.10	153.35
PGDI	-168.18	9.93	-168.18	-185.99	-150.36
PGDIr	-168.18	9.93	-168.18	-185.99	-150.36
PGESr	-201.65	9.93	-201.65	-219.47	-183.84
PGISr	-256.46	8.19	-256.47	-274.28	-238.65
PGLer	18.81	2.61	17.80	-0.01	35.62
PGLYCt	0.00	4.75	-0.00	-17.81	17.81
PGPP_hs	-857.22	5.00	-858.37	-893.99	-853.62
PGPPT	-128.56	5.45	-126.28	-161.91	-90.65
PGS	-538.13	14.40	-537.75	-553.04	-450.08
PGSr	-538.13	14.40	-537.75	-549.63	-442.75
PHACCOAGLNAC	-80.80	14.16	-124.19	-157.05	-100.04
PHCDm	266.21	9.11	265.23	218.47	285.08
PHCHGSm	122.65	6.89	122.67	104.86	140.48
PHEACGLNt	0.00	0.00	-1.17	-18.99	16.64
PHEMEtm	0.00	4.75	-29.91	-47.72	-12.10
PHEt4	0.00	0.00	-2.99	-57.57	10.52
PHETA1m	49.78	7.20	49.81	14.18	85.43
PHEtec	0.00	0.00	0.01	-17.80	17.83
PHETHPTOX2	-412.15	9.69	-411.04	-434.79	-345.73
PHYCBOXL	-131.40	5.57	-130.64	-178.15	-124.71
PHYHx	-314.97	28.05	-314.71	-368.15	-261.27
PHYQt	17.80	4.53	15.91	-47.57	21.65
PHYTt	0.00	0.00	2.89	-14.93	20.70
PI345P3P	-857.22	5.00	-840.60	-876.22	-835.85
PI345P3Pn	-857.22	5.00	-840.60	-888.10	-834.66
PI345P5P	-857.22	5.00	-840.60	-876.22	-835.85
PI345P5Pn	-857.22	5.00	-840.60	-888.10	-834.66
PI34P3Pn	-857.22	5.00	-846.52	-894.02	-840.58
PI34P4Pn	-857.22	5.00	-846.52	-894.02	-840.58
PI34P5K	875.02	6.38	856.51	810.84	875.32
PI34P5Kn	875.02	6.38	856.51	820.88	892.13
PI3P3Pn	-857.22	5.00	-852.44	-899.95	-846.51
PI3P4K	875.02	6.38	862.43	816.77	881.24
PI3P4Kn	875.02	6.38	862.43	826.80	898.06
PI3P5K	875.02	6.38	862.43	816.77	881.24
PI45P3K	875.02	6.38	856.51	810.84	875.32
PI45P3Kn	875.02	6.38	856.51	820.88	892.13
PI45P4P	-857.22	5.00	-846.52	-882.15	-841.77
PI45P5P	-857.22	5.00	-846.52	-882.15	-841.77
PI45P5Pn	-857.22	5.00	-846.52	-894.02	-840.58
PI45PLC	-3436.96	16.48	-723.28	-770.78	-717.34
PI4P3K	875.02	6.38	862.43	816.77	881.24
PI4P3Kn	875.02	6.38	862.43	826.80	898.06
PI4P5K	875.02	6.38	862.43	816.77	881.24
PI4P5Kn	875.02	6.38	862.43	826.80	898.06
PI4PLC	-2714.34	15.64	-12.39	-59.89	-6.45
PI4PLCn	-2714.34	15.64	-12.39	-59.89	-6.45
PI4PP	-857.22	5.00	-852.44	-888.07	-847.70
PI5P3K	875.02	6.38	862.43	816.77	881.24
PI5P4K	875.02	6.38	862.43	816.77	881.24
PI5P4Kn	875.02	6.38	862.43	826.80	898.06
PIACGT	114.97	8.56	112.03	76.40	147.65
PIK3	875.02	6.38	868.35	822.69	887.16
PIK3n	875.02	6.38	868.35	832.73	903.98
PIK4	875.02	6.38	868.35	822.69	887.16
PIK4n	875.02	6.38	868.35	832.73	903.98
PIK5	875.02	6.38	868.35	822.69	887.16
PIK5n	875.02	6.38	868.35	832.73	903.98
PIPLC	-1854.83	15.56	841.46	793.96	847.40
PIPLCn	-1854.83	15.56	841.46	793.96	847.40
PIter	0.00	0.00	0.00	-5.94	16.62
PItg	0.00	0.00	2.99	-2.95	19.61
PItn	0.00	0.00	0.00	-5.94	16.62
PItx	0.00	0.00	-2.87	-19.49	3.07
PLA2_2	238.67	5.89	237.18	189.68	243.12
PLA2_2e	238.67	5.89	237.18	189.68	243.12
PMEVKx	-4.21	6.22	-3.84	-39.46	31.79
PMI12346PH	46.16	16.13	44.23	8.61	48.98
PMI12346PHn	46.16	16.13	44.23	-3.27	50.17
PMTCOAtx	0.00	0.00	-4.99	-22.81	12.82
PNTEH	-39.89	8.60	-39.50	-87.01	-33.57
PNTOt5	17.80	4.53	15.79	-84.45	17.23
PPA2	-607.96	3.16	-607.14	-628.98	-603.11
PPAer	28.68	3.28	27.14	-20.36	33.08
PPAm	28.68	3.28	29.64	-17.86	35.58
PPAn	28.68	3.28	27.14	-20.36	33.08
PPAP	-1138.54	15.04	1559.80	1524.17	1564.55
PPAt	0.00	0.00	2.89	-14.92	20.70
PPAtm	0.00	0.00	14.96	-2.85	32.78
PPD2CSPp	-173.46	10.21	-215.77	-233.58	-197.95
PPDOy	-43.47	9.21	-43.11	-82.14	-14.81
PPItr	0.00	0.00	0.00	-17.11	4.02
PPItx	0.00	0.00	-3.94	-21.05	0.08
PPMI12346Ptn	0.00	0.00	0.00	-17.81	17.81
PPOR	-298.71	6.87	-298.74	-334.37	-263.12
PPPG9tm	0.00	0.00	29.92	12.10	47.73
PPPGOm	-1082.40	23.51	-1082.40	-1082.40	-957.71
PRAGSr	571.08	8.14	569.73	518.13	605.16
PRASCS	-209.38	8.25	-210.74	-262.34	-175.31
PRDX	-295.06	6.75	-295.06	-300.99	-247.55
PRDXl	-295.06	6.75	-295.06	-300.99	-247.55
PRGNLONESULT	-445.13	19.75	-445.87	-481.49	-410.24
PRGNLONEtm	0.00	0.00	0.00	-17.81	17.81
PRGNLONEtr	0.00	0.00	0.00	-17.81	17.81
PRGSTRNt	0.00	0.00	-0.00	-17.81	17.81
PRISTANALtx	0.00	0.00	0.00	-17.81	17.81
PRISTCOAtx	0.00	0.00	4.99	-12.82	22.80
PRISTtx	0.00	0.00	1.20	-16.62	19.01
PROD2m	683.77	13.36	683.00	647.37	718.62
PRODt2r	0.00	0.00	-2.89	-20.71	14.92
PROSTGD2t	0.00	0.00	0.06	-35.57	35.69
PROSTGE1t	0.00	0.00	0.06	-35.57	35.69
PROSTGE1t3	17.80	4.53	13.02	-50.46	18.76
PROSTGE2t	0.00	0.00	0.06	-35.57	35.69
PROSTGE2t2	0.00	0.00	2.89	-14.92	20.71
PROSTGE2t3	17.80	4.53	13.02	-50.46	18.76
PROSTGF2t	0.00	0.00	2.89	-14.92	20.71
PROSTGH2t	0.00	0.00	0.06	-35.57	35.69
PROSTGI2t	0.00	0.00	0.06	-35.57	35.69
PROSTGI2tr	0.00	0.00	0.00	-17.81	17.81
PROt4	0.00	0.00	-3.00	-57.58	10.51
PROtm	0.00	0.00	-0.00	-17.81	17.81
PSDm_hs	-386.35	5.48	-384.87	-432.37	-378.93
PSFLIP	17.80	6.57	18.80	-44.67	24.55
PSFLIPm	17.80	6.57	30.86	-32.61	36.61
PSSA1_hs	266.72	6.66	265.32	229.69	300.95
PSSA2_hs	260.94	6.95	260.26	224.64	295.89
PSt3	0.00	4.75	2.89	-14.92	20.71
PTDCACRNCPT1	25.50	13.71	25.65	-7.21	49.80
PTDCACRNCPT2	-25.50	13.71	-25.49	-58.69	-3.77
PTDCACRNt	0.00	0.00	0.00	-17.81	17.82
PTDCAt	0.00	0.00	2.89	-14.92	20.70
PTE2x	34.28	13.02	33.75	-13.75	39.69
PTE3x	4.54	22.65	3.99	-43.51	9.93
PTE4x	95.26	25.90	94.77	47.27	100.71
PTHPS	-11.82	3.64	-15.82	-63.32	-9.88
PTRCAT1	54.98	13.47	51.65	18.79	75.81
PTRCOX1	-92.81	9.31	-92.91	-147.27	-75.37
PVD3	25.83	19.02	25.83	8.02	43.64
PYAM5POr	-773.04	6.55	-772.91	-827.27	-755.37
PYDXDH	-155.76	7.27	-198.57	-234.20	-162.95
PYDXK	-2.43	6.37	-3.69	-49.35	15.13
PYDXPP	20.23	4.99	19.59	-16.03	24.34
PYNP2r	99.32	4.25	101.91	67.47	125.66
PYRt2m	0.00	0.00	0.00	-17.81	17.81
PYRt2p	0.00	0.00	-0.00	-17.81	17.81
QUILSYN	-93.53	6.36	-93.62	-111.44	-75.81
RADH	90.01	12.13	88.87	53.77	110.01
RADH2	20.70	13.61	19.57	-8.72	58.61
RADH3	85.34	11.95	84.21	49.10	105.34
RADH4	16.03	13.45	14.91	-13.39	53.94
RAHY	-421.13	13.74	-420.77	-447.93	-362.78
RAI1	7.70	9.48	7.70	-10.11	25.51
RAI2	0.00	0.00	0.00	-17.81	17.81
RAI3	-4.67	10.60	-4.67	-22.48	13.14
RAI4	-4.67	12.38	-4.67	-22.48	13.14
RAtn	0.00	0.00	0.00	-17.81	17.81
RAtn3	0.00	0.00	0.00	-17.81	17.81
RBK_D	29.92	5.65	28.72	-16.95	47.53
RBTt	0.00	0.00	0.00	-17.81	17.81
RDH1	140.81	11.68	140.44	105.33	161.58
RDH1a	71.50	13.21	71.14	42.84	110.17
RDH2	140.81	11.68	140.44	105.33	161.58
RDH2a	71.50	13.21	71.14	42.84	110.17
RDH3	137.51	9.83	137.13	102.02	158.27
RDH3a	68.19	11.61	67.83	39.53	106.87
RDH4	115.25	12.33	114.87	79.76	136.01
RETFA	-1987.22	12.54	-1975.66	-2008.52	-1951.50
RETFAt	0.00	4.75	0.00	-17.81	17.81
RETFAt1	0.00	4.75	0.00	-17.81	17.81
RETFAt2	0.00	4.75	0.00	-17.81	17.81
RETH	180.08	8.48	178.60	131.10	184.54
RETH1	180.08	8.48	178.60	131.10	184.54
RETH1e	180.08	8.48	178.60	131.10	184.54
RETH2	191.09	7.36	189.61	142.11	195.55
RETH2e	191.09	7.36	189.61	142.11	195.55
RETHe	180.08	8.48	178.60	131.10	184.54
RETI1	11.01	8.91	11.01	-6.81	28.82
RETI2	0.00	0.00	0.00	-17.81	17.81
RETI3	25.56	10.62	25.56	7.75	43.38
RETNGLCt	0.00	0.00	-2.89	-20.71	14.92
RETNGLCt2	0.00	0.00	-2.89	-20.71	14.92
RETNGLCt2r	0.00	0.00	0.00	-17.81	17.81
RETNGLCtr	0.00	0.00	0.00	-17.81	17.81
RETNt	0.00	0.00	-2.89	-20.70	14.92
RETNtr	0.00	0.00	0.00	-17.81	17.81
RETNtr2	0.00	0.00	0.00	-17.81	17.81
RIBFLVt3	17.80	4.53	15.91	-47.57	21.65
RIBt	0.00	0.00	0.00	-17.81	17.81
RIBt2	0.00	0.00	-2.89	-20.71	14.92
RNMK	-129.55	6.20	-130.69	-176.35	-111.88
RTOTAL2t	0.00	4.75	2.89	-14.92	20.71
RTOTAL3CRNCPT1	-1571.49	10.83	-1559.92	-1592.79	-1535.77
RTOTAL3CRNCPT2	1571.49	10.83	1559.72	1526.53	1581.44
RTOTAL3CRNt	0.00	4.75	0.00	-17.81	17.81
RTOTALt	0.00	4.75	2.89	-14.92	20.71
Rtotaltl	0.00	4.75	-1.83	-19.65	15.98
S23T2g	-3322.61	14.11	-3172.30	-3207.92	-3136.67
S23T4g	-669.20	22.81	-710.39	-746.01	-674.76
S23Tg	546.72	6.86	543.74	508.11	579.36
S2L2FN2M2MASNtly	0.00	0.00	1507.99	1490.18	1525.81
S2L2N2M2MASNtly	0.00	4.75	2.11	-15.70	19.93
S2T1g	24.93	7.52	19.01	-16.62	54.64
S2T2g	24.93	7.52	14.57	-21.06	50.19
S2T3g	24.93	7.52	16.05	-19.58	51.67
S2T4g	49.87	12.59	30.61	-22.83	84.05
S2TASE1ly	-509.57	5.57	-500.69	-548.19	-494.75
S2TASE2ly	-509.57	5.57	-505.13	-552.63	-499.19
S2TASE3ly	-509.57	5.57	-503.65	-551.15	-497.71
S2TASE4ly	-509.57	5.57	-502.17	-549.67	-496.23
S2TASE5ly	-509.57	5.57	-506.61	-554.11	-500.67
S3T1g	24.93	7.52	8.64	-26.98	44.27
S3T2g	24.93	7.52	7.16	-28.46	42.79
S3T3g	24.93	7.52	5.68	-29.95	41.31
S3TASE1ly	-509.57	5.57	-497.72	-545.23	-491.79
S3TASE2ly	-509.57	5.57	-503.65	-551.15	-497.71
S3TASE3ly	-509.57	5.57	-508.09	-555.59	-502.15
S4T1g	49.87	12.59	42.46	-10.98	95.90
S4T2g	24.93	7.52	17.53	-18.10	53.15
S4T3g	24.93	7.52	14.57	-21.06	50.19
S4T4g	49.87	12.59	36.54	-16.90	89.98
S4T5g	24.93	7.52	13.09	-22.54	48.71
S4T6g	24.93	7.52	17.53	-18.10	53.15
S4TASE1ly	-509.57	5.57	-503.65	-551.15	-497.71
S4TASE2ly	-509.57	5.57	-506.61	-554.11	-500.67
S4TASE3ly	-509.57	5.57	-502.17	-549.67	-496.23
S4TASE4ly	-509.57	5.57	-499.20	-546.71	-493.27
S4TASE5ly	-509.57	5.57	-503.65	-551.15	-497.71
S6T16g	-166.43	37.81	-166.11	-201.74	-130.49
S6T17g	-178.99	46.51	-178.91	-214.54	-143.29
S6T18g	-433.83	51.41	-434.03	-469.66	-398.40
S6T19g	49.87	12.59	42.46	-10.98	95.90
S6T1g	-166.43	33.34	-166.93	-202.56	-131.30
S6T20g	24.93	7.52	17.53	-18.10	53.15
S6T21g	24.93	7.52	16.05	-19.58	51.67
S6T22g	49.87	12.59	36.54	-16.90	89.98
S6T23g	24.93	7.52	13.09	-22.54	48.71
S6T24g	24.93	7.52	14.57	-21.06	50.19
S6T25g	74.80	18.12	34.81	-36.44	106.07
S6T2g	-178.99	42.03	-178.69	-214.32	-143.07
S6T3g	-433.83	46.94	-433.86	-469.48	-398.23
S6TASE10ly	-509.57	5.57	-493.28	-540.78	-487.34
S6TASE11ly	-509.57	5.57	-494.76	-542.26	-488.82
S6TASE12ly	-509.57	5.57	-496.24	-543.74	-490.30
S6TASE13ly	-509.57	5.57	-497.72	-545.23	-491.79
S6TASE14ly	-509.57	5.57	-499.20	-546.71	-493.27
S6TASE15ly	-509.57	5.57	-500.69	-548.19	-494.75
S6TASE16ly	-509.57	5.57	-502.17	-549.67	-496.23
S6TASE17ly	-509.57	5.57	-503.65	-551.15	-497.71
S6TASE18ly	-509.57	5.57	-505.13	-552.63	-499.19
S6TASE19ly	-509.57	5.57	-506.61	-554.11	-500.67
S6TASE1ly	-509.57	5.57	-491.80	-539.30	-485.86
S6TASE20ly	-509.57	5.57	-508.09	-555.59	-502.15
S6TASE21ly	-509.57	5.57	-509.57	-557.07	-503.63
S6TASE22ly	-509.57	5.57	-506.61	-554.11	-500.67
S6TASE23ly	-509.57	5.57	-508.09	-555.59	-502.15
S6TASE24ly	-509.57	5.57	-509.57	-557.07	-503.63
S6TASE25ly	-509.57	5.57	-506.61	-554.11	-500.67
S6TASE26ly	-509.57	5.57	-508.09	-555.59	-502.15
S6TASE2ly	-509.57	5.57	-494.76	-542.26	-488.82
S6TASE3ly	-509.57	5.57	-499.20	-546.71	-493.27
S6TASE4ly	-509.57	5.57	-503.65	-551.15	-497.71
S6TASE5ly	-509.57	5.57	-506.61	-554.11	-500.67
S6TASE6ly	-509.57	5.57	-500.69	-548.19	-494.75
S6TASE7ly	-509.57	5.57	-505.13	-552.63	-499.19
S6TASE8ly	-509.57	5.57	-500.69	-548.19	-494.75
S6TASE9ly	-509.57	5.57	-505.13	-552.63	-499.19
SACCD3m	-23.41	17.13	-22.70	-56.09	49.60
SACCD4m	111.65	17.41	110.77	38.47	144.16
SADT	12.53	5.01	13.64	-6.35	36.03
SALMCOM	-39.83	8.63	-40.53	-76.15	-4.90
SALMCOM2	-39.83	9.22	-40.52	-76.14	-4.89
SAMHISTA	81.54	6.99	83.47	47.84	119.10
SARCOXp	-8.54	7.68	-8.56	-73.88	15.19
SARCStex	0.00	0.00	0.00	-17.81	17.82
SARCStm	0.00	0.00	-0.02	-17.83	17.80
SARCStp	0.00	0.00	0.00	-17.81	17.81
SARDHm	747.48	11.56	746.36	692.92	799.80
SBPP1er	67.55	7.43	66.89	19.39	72.83
SBPP3er	67.55	9.66	66.87	19.37	72.81
SBTD_D2	102.94	6.76	102.56	67.45	123.70
SBTR	-40.99	8.62	-40.62	-79.66	-12.33
