http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		1.35	303.15		7.4	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		1.69	303.15		7.4	2.85
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		0.91	303.15		7.4	2.22
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		0.6	303.15		7.4	2.7
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		0.7	303.15		7.4	2.52
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505	06AIR2	radioactivity	A	6.1.1.11	serine-tRNA ligase	C00002 + C00065 + C01650 = C00020 + C00013 + C02553	ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq)		0.52	303.15		7.4	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.35	303.15		7.4	2.46
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		2	303.15		7.4	2.02
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.65	303.15		7.4	2.26
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.24	303.15		7.4	2.82
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		2.36	303.15		7.4	1.76
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.43	303.15		7.4	2.46
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.23	303.15		7.4	3.3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.82	303.15		7.4	2.12
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.65	303.15		7.4	2.26
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.03	303.15		7.4	2.82
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		0.93	303.15		7.4	3.3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.96	303.15		7.4	2.02
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.84	303.15		7.4	2.12
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		2.75	303.15		7.4	1.76
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.13	303.15		7.4	2.6
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		2.39	303.15		7.4	1.87
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		1.33	303.15		7.4	2.6
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1506	06AIR2	radioactivity	A	6.1.1.21	histidine t-RNA ligase	C00002 + C00135 + C01643 = C00020 + C00013 + C02988	ATP(aq) + L-histidine(aq) + tRNA-His(aq) = AMP(aq) + pyrophosphate(aq) + L-histidyl-tRNA-His(aq)		2.16	303.15		7.4	1.87
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.22	303.15		7.4	2.82
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.17	303.15		7.4	2.82
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		2.72	303.15		7.4	1.76
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		2.4	303.15		7.4	1.87
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.98	303.15		7.4	2.02
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.92	303.15		7.4	2.12
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.43	303.15		7.4	2.46
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.9	303.15		7.4	2.12
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		2.34	303.15		7.4	1.87
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.31	303.15		7.4	2.6
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.67	303.15		7.4	2.26
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.46	303.15		7.4	2.46
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.68	303.15		7.4	2.26
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		0.85	303.15		7.4	3.22
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.33	303.15		7.4	2.6
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		2.05	303.15		7.4	2.02
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		1.16	303.15		7.4	3.22
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1507	06AIR2	radioactivity	A	6.1.1.6	lysine-tRNA ligase	C00002 + C00047 + C01646 = C00020 + C00013 + C01931	ATP(aq) + L-lysine(aq) + tRNA-Lys(aq) = AMP(aq) + pyrophosphate(aq) + L-lysyl-tRNA-Lys(aq)		2.63	303.15		7.4	1.76
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.38	303.15		7.4	2.22
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.01	303.15		7.4	2.7
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.17	303.15		7.4	2.52
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		0.96	303.15		7.4	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		2.49	303.15		7.4	1.74
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.04	303.15		7.4	2.7
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		2.04	303.15		7.4	1.85
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.74	303.15		7.4	2
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.41	303.15		7.4	2.22
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		2.41	303.15		7.4	1.74
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.75	303.15		7.4	2
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		2.25	303.15		7.4	1.85
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		1.17	303.15		7.4	2.52
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508	06AIR2	radioactivity	A	6.1.1.20	phenylalanine-tRNA ligase	C00002 + C00079 + C01648 = C00020 + C00013 + C03511	ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq)		0.87	303.15		7.4	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			298.15		6.54	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			304.4		6.54	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			304.4		7	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			310.15		7	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			304.4		7.44	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			310.15		6.54	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			304.4		6	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			310.15		6	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			298.15		7	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1012	88TEW/GOL	calorimetry	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)			298.15		6	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1011	88TEW/GOL	HPLC	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)		0.33	292.15		6.67	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1011	88TEW/GOL	HPLC	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)		0.275	292.15		6.68	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1011	88TEW/GOL	HPLC	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)		0.579	304.15		6.68	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88TEW/GOL_1011	88TEW/GOL	HPLC	A	3.5.1.11	penicillin amidase	C05551 + C00001 = C02954 + C07086	penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq)		0.221	310.15		6.1	
