Microbe_ID	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16
Brevundimonas_diminuta_470_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas_subvibrioides_ATCC_15264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brochothrix_thermosphacta_DSM_20171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bulleidia_extructa_W1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_AU_1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_H111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_HI2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_J2315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_MC0_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cenocepacia_PC184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia_GG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia_LO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales_bacterium_YL45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus_nov_ERR2221182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus_pullicaecorum_1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_synergistica_DSM_23225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_virosa_DSM_23226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_virosa_ERR2221144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio_fibrisolvens_16_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio_proteoclasticus_B316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_111_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_132_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_14983A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_151_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_202_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_2548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_2698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_317_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_37_05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_59_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_67_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_80352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_84_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_86119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_90_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_BFR_CA_9557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_BIGS0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_H56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_H6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_H8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_H9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_JV20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_23336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_23341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_23342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_9853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_9854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_9860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_RM2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_YH501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_Z156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_Z163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_concisus_13826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_concisus_UNSWCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_curvus_525_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_curvus_DSM_6644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp_fetus_006A_0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp_fetus_82_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp_venerealis_NCTC_10354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_gracilis_RM3268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_hominis_ATCC_BAA_381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_CJM1cam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_NCTC11351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_RM1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_jejuni_81_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_jejuni_ICDCCJ07004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_jejuni_M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_jejuni_NCTC_11168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_str_NCCP_No_15742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_doylei_269_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_04197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_04199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_110_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_129_258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_140_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1997_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1997_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1997_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_2008_1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_2008_831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_2008_894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_2008_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_260_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_51037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_53161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_55037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_60004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_6399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_81116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_84_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_86605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_87330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_CF93_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_CG8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_CG8486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_D2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_DFVF1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_H22082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_HB93_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_IA3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_ICDCCJ07001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_ICDCCJ07002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_23357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_9081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_9217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_9872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_LMG_9879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_NCTC_11168_BN148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_P110B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_P854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_PT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_RB922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_S3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_xy259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_lari_RM2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_rectus_RM3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_showae_CSUNSWCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_showae_RM3277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_sp_10_1_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_sputorum_bv_faecalis_CCUG_20703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_subantarcticus_LMG_24374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_subantarcticus_LMG_24377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_troglodytis_MIT_05_9149A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_upsaliensis_JV21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_upsaliensis_RM3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_ureolyticus_ACS_301_V_Sch3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_ureolyticus_CIT007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_ureolyticus_RIGS_9880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_ureolyticus_UMB0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Dorea_massiliensis_AP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Nitrososphaera_gargensis_Ga9_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Pelagibacter_sp_IMCC9063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Saccharimonas_aalborgensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Soleaferrea_massiliensis_AP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga haemolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_granulosa_ATCC_51502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_leadbetteri_DSM_22902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_ochracea_DSM_7271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_ochracea_F0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_ochracea_str_Holt_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_CM59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_326_str_F0382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_329_str_F0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_332_str_F0381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_335_str_F0486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_336_str_F0502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_338_str_F0234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sp_oral_taxon_412_str_F0487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_sputigena_ATCC_33612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium_hominis_612_ETAR_1001_5485_127101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium_valvarum_F0432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium_maltaromaticum_ATCC_35586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium_maltaromaticum_DSM_20342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium_maltaromaticum_DSM_20722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium_maltaromaticum_LMA28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catabacter_hongkongensis_HKU16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai_DSM_15897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai_ERR1022284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai_ERR2221198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella_morbi_ATCC_51271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cedecea_davisae_DSM_4568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas_massiliensis_JC225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas_massiliensis_MGYG_HGUT_01416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum_lentocellum_DSM_5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium_cellulans_J36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda_periodontii_DSM_2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetobacterium_somerae_ATCC_BAA_47401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia trachomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium_phaeobacteroides_BS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium_phaeobacteroides_DSM_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella_massiliensis_Marseille_P2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella_minuta_DSM_22607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenellaceae_nov_ERR1022455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium joostei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter braakii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter farmeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter werkmanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_amalonaticus_FDAARGOS_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_amalonaticus_FDAARGOS_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_amalonaticus_Y19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_amalonaticus_YG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_amalonaticus_YG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_4_7_47CFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_ATCC_8090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_ERR2221339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_FDAARGOS_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_FDAARGOS_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_GTC_09479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_GTC_09629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_UCI_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_str_ballerup_7851_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_koseri_ATCC_BAA_895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_koseri_FDAARGOS_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_nov_ERR2221352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_portucalensis_P10159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_rodentium_ICC168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_30_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_KTE151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_KTE30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_KTE32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp_L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_youngae_ATCC_29220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacillus porcorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacillus_evryensis_DSM_19522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium_normanense_DSM_15886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR1022373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2221383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_nov_ERR2230154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR1022334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR1022419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR2221176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR2221277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR2221283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR2221367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_incertae_sedis_nov_ERR2221388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_sp_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_002_P50_2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_050_P50_2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_2007855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_6503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_70_100_2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ATCC_43255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ATCC_9689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_BI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_CD196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_CD37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_CIP_107932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ERR1204032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ERR2221119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ERR2221219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_ERR2221225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_M120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_M68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_NAP07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_NAP08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_QCD_23m63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_QCD_37x79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_QCD_63q42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_QCD_66c26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_QCD_76w55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
