MicrobeID	Histidine degradation (histidine -> glutamate)	THF production (histidine -> tetrahydrofolate)	Glutamate production (glutamate -> acetate + pyruvate)	Putrescine_1	Putrescine_2	Putrescine_3	Spermidine/ Spermine production (methionine -> spermidine)	Cadaverine production (lysine -> cadaverine)	Cresol production (tyrosine -> cresol)	Indole production (tryptophan -> indole)	Phenol production (tyrosine -> phenol)	H2S_1	H2S_2	H2S_3	H2S_4	H2S_5
Meiothermus_silvanus_DSM_9946	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Morganella_morganii_subsp_morganii_KT	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_abscessus_subsp_bolletii_50594	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Paludibacter_propionicigenes_WB4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pirellula_staleyi_DSM_6068	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Pseudomonas_fluorescens_F113	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
Pseudomonas_fluorescens_Pf_5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_fluorescens_SBW25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pseudomonas_putida_GB_1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
Pseudomonas_putida_H8234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_putida_KT2440	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Pseudomonas_putida_W619	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Pseudomonas_stutzeri_A1501	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri_ATCC_17588_LMG_11199	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri_CCUG_29243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri_DSM_10701	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_stutzeri_RCH2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rahnella_aquatilis_CIP_78_65_ATCC_33071	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rahnella_aquatilis_HX2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
Ralstonia_pickettii_12D	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ralstonia_pickettii_12J	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Raoultella_ornithinolytica_B6	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Roseburia_intestinalis_XB6B4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Blautia_obeum_A2_162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_torques_L2_14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella_bongori_NCTC_12419	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Salmonella_enterica_subsp_arizonae_serovar_62_z4_z23	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_Enterica_serovar_Enteritidis_str_P125109	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Gallinarum_pullorum_str_RKS5078	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_B182	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_AKU_12601	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_14028S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_SL1344	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_SL1344	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_T000240	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_U288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_UK_1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_P_stx_12	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty21a	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Selenomonas_sputigena_ATCC_35185	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Serratia_marcescens_WW4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Shewanella_halifaxensis_HAW_EB4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shewanella_woodyi_ATCC_51908	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shigella_dysenteriae_1617	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
Shigella_flexneri_2a_str_2457T	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Shigella_flexneri_2a_str_301	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Shigella_flexneri_5_str_8401	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Shigella_sonnei_53G	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Staphylococcus_aureus_subsp_aureus_71193	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Streptococcus_dysgalactiae_subsp_equisimilis_AC_2713	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_dysgalactiae_subsp_equisimilis_ATCC_12394	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_dysgalactiae_subsp_equisimilis_RE378	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_gordonii_str_Challis_substr_CH1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_670_6B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_70585	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_AP200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_ATCC_700669	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_CGSP14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_D39	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_gamPNI0373	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_Hungary19A_6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_INV104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_INV200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_JJA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_OXC141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_P1031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_R6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_SPN034156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_SPN034183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_SPNA45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_ST556	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_Taiwan19F_14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_TCH8431_19A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae_TIGR4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_A20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_Alab49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_M1_GAS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_MGAS10394	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Streptococcus_pyogenes_MGAS315	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_MGAS8232	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pyogenes_SSI_1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophus_aciditrophicus_SB	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Thermoanaerobacter_pseudethanolicus_ATCC_33223	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Thermus_scotoductus_SA_01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Yersinia_enterocolitica_subsp_palearctica_105_5Rr	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Yersinia_enterocolitica_subsp_palearctica_Y11	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1
Yersinia_pseudotuberculosis_PB1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Enterobacter_asburiae_LF7a	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Enterobacter_cloacae_EcWSU1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Klebsiella_pneumoniae_342	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Lactobacillus_salivarius_UCC118	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Acetobacterium_woodii_DSM_1030	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_386B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Acetobacter_pasteurianus_IFO_3283_01_42C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_07	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetobacter_pasteurianus_IFO_3283_32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acetohalobium_arabaticum_DSM_5501	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma_laidlawii_PG_8A	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Acidilobus_saccharovorans_345_15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobidae_bacterium_YM16_304	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobium_ferrooxidans_DSM_10331	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Acidiphilium_cryptum_JF_5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acidiphilium_multivorum_AIU301	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Acidithiobacillus_caldus_SM_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acidithiobacillus_ferrivorans_SS3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acidithiobacillus_ferrooxidans_ATCC_23270	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acidithiobacillus_ferrooxidans_ATCC_53993	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Acidovorax_avenae_ATCC_19860	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Acidovorax_citrulli_AAC00_1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Acidovorax_ebreus_TPSY	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Acidovorax_JS42	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Acinetobacter_ADP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Acinetobacter_baumannii_BJAB07104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_BJAB0715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_BJAB0868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_D1279779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii_ZW85_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_oleivorans_DR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Actinoplanes_friuliensis_DSM_7358	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Actinoplanes_SE50_110	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
Actinosynnema_mirum_DSM_43827	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aequorivita_sublithincola_DSM_14238	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Aeromonas_hydrophila_ATCC_7966	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Aeromonas_salmonicida_A449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeropyrum_camini_SY1_JCM_12091	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Aeropyrum_pernix_K1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Alcanivorax_borkumensis_SK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alcanivorax_dieselolei_B5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alicycliphilus_denitrificans_BC	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Alicycliphilus_denitrificans_K601	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Alkalilimnicola_ehrlichii_MLHE_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alkaliphilus_metalliredigens_QYMF	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Alkaliphilus_oremlandii_OhILAs	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Allochromatium_vinosum_DSM_180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Aegean_Sea_MED64	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_AltDE1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_ATCC_27126	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Balearic_Sea_AD45	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Black_Sea_11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Deep_ecotype	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_English_Channel_673	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Ionian_Sea_U4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Ionian_Sea_U7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Ionian_Sea_U8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Ionian_Sea_UM4b	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_macleodii_subs_Ionian_Sea_UM7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alteromonas_SN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Amycolatopsis_mediterranei_RB	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Amycolatopsis_mediterranei_S699	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Amycolatopsis_mediterranei_U32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Amycolatopsis_orientalis_HCCB10007	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Amycolicicoccus_subflavus_DQS3_9A1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Anabaena_cylindrica_PCC_7122	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Anabaena_variabilis_ATCC_29413	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Anaerobaculum_mobile_DSM_13181	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Anaerolinea_thermophila_UNI_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Anaeromyxobacter_dehalogenans_2CP_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Anaeromyxobacter_dehalogenans_2CP_C	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Anaeromyxobacter_Fw109_5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Anaeromyxobacter_K	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Arcobacter_nitrofigilis_DSM_7299	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Aromatoleum_aromaticum_EbN1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Arthrobacter_arilaitensis_Re117	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Arthrobacter_FB24	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0
Arthrobacter_phenanthrenivorans_Sphe3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Asticcacaulis_excentricus_CB_48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Azoarcus_KH32C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospirillum_brasilense_Sp245	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Azospirillum_lipoferum_4B	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Azotobacter_vinelandii_CA6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Azotobacter_vinelandii_CA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Azotobacter_vinelandii_DJ	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacillus_1NLA3E	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacillus_amyloliquefaciens_CC178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_DSM_7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_IT_45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_LFB112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_AS43_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_CAU_B946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_NAU_B3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_UCMB5033	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_UCMB5036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_UCMB5113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens_subs_plantarum_YAU_B9601_Y2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_A0248	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_Ames_Ancestor	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_Ames	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_CDC_684	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_H9401	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_anthracis_Sterne	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_cellulosilyticus_DSM_2522	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacillus_cereus_biovar_anthracis_CI	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_cereus_F837_76	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_JS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_selenitireducens_MLS10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacillus_subtilis_168	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacillus_subtilis_6051_HGW	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_BAB_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_PY79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_RO_NN_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_subs_spizizenii_TU_B_10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_subs_spizizenii_W23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_subtilis_XF_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_thuringiensis_subs_serovar_konkukian_97_27	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_thuringiensis_subs_serovar_kurstaki_HD73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_thuringiensis_YBT_1518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacillus_toyonensis_BCT_7112	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_weihenstephanensis_KBAB4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteriovorax_marinus_SJ	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bdellovibrio_bacteriovorus_subs_Tiberius	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bdellovibrio_exovorus_JSS	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Belliella_baltica_DSM_15883	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Beutenbergia_cavernae_DSM_12333	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Blastococcus_saxobsidens_DD2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Blattabacterium_Blaberus_subs_giganteus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Blatta_subs_orientalis_Tarazona	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Blattella_subs_germanica_Bge	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Cryptocercus_subs_punctulatus_Cpu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Mastotermes_subs_darwiniensis_MADAR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Nauphoeta_subs_cinerea	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Panesthia_subs_angustipennis_spadica_BPAA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium_Periplaneta_subs_americana_BPLAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_faecium_DSM_4810	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachyspira_murdochii_DSM_12563	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bradyrhizobium_BTAi1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bradyrhizobium_ORS_278	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_383	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_ambifaria_AMMD	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_ambifaria_MC40_6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_CCGE1001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_CCGE1002	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_CCGE1003	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_mallei_ATCC_23344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_multivorans_ATCC_17616	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_phymatum_STM815	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_phytofirmans_PsJN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_1106a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
